"results_author","results_date","results_des","results_img","results_title","results_url"
"网易","昨天20:29","手足口病是由肠道病毒引起的儿童常见传染病,以手足臀口处斑丘疹、疱疹为主要特点,多伴有发热。 ● 轻型的表现为急性发病,在口腔、手足处出现疱疹和斑丘疹,在出疹的同时或者出疹前可能会出现发热,大部分是低热,小于38.3摄氏度。 ","https://dss0.bdstatic.com/6Ox1bjeh1BF3odCf/it/u=1665673956,2275838748&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=D02196568CC82549183252420300F0F9&sec=1618987054&t=5082efac0f6aca24963f8e1cddc79fde","柳州家中有娃的注意了!四月这种传染病正高发!这些遛娃场所要当心!","https://www.163.com/dy/article/G7VM41SQ0534B2XZ.html"
"腾讯网","昨天17:50","在医疗技术落后、医疗物资匮乏的延安时期,党中央为有效控制传染病流行,于1940年5月成立了延安防疫委员会,李富春任主任,刘景范为副主任。党中央在延安中央大礼堂召开防疫会议,以防疫委员会为延安防疫运动中的最高领导机关。之后,健全各单位...","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=367615232,1154663328&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPG?s=FECA72234E5060C29C30F5C2010060B1&sec=1618987054&t=b37afb48b23e176d7cc3d629acbe6003","党史中的卫生健康事业(八)延安时期","https://new.qq.com/omn/20210419/20210419A0A4MW00.html"
"腾讯网","昨天17:50","专家简介:沈毅 丹东市第六人民医院感染科主任、副主任医师,丹东市感染性疾病质控中心专家委员会常委、丹东地区突发卫生公共事件应急专家之一、丹东市医学会传染病学分会委员、丹东市卫生计生行政审批评审专家。从事传染病临床工作26年来,他...","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=1506836579,796639381&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=6B531E9A8FD24CC81CE438EE0300F0F3&sec=1618987054&t=b87abedb967dc8166472a554898bf38e","丹东市第六人民医院传染病专家健康提醒:春季、夏季传染病防控原则...","https://new.qq.com/omn/20210419/20210419A0A44F00.html"
"潇湘晨报","昨天17:40","来源:小大夫漫画 【来源:青浦科普】 声明:转载此文是出于传递更多信息之目的。若有来源标注错误或侵犯了您的合法权益,请作者持权属证明与本网联系,我们将及时更正、删除,谢谢。 邮箱地址:newmedia@xxcb.cn 举报/反馈 发表评论 发表 ...","https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=3760243086,140465263&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=94908D7ED587E0EA4870244A030070F4&sec=1618987054&t=db14488c54bde0e66e673bf97f745ea1","「科普知识」养成这6个好习惯,远离传染病,全家都受益!","https://baijiahao.baidu.com/s?id=1697464580233686943&wfr=spider&for=pc"
"岭南24小时","昨天17:34","近日,“2021年高明区革命老区健康行”暨爱国卫生月活动走进佛山市高明区沧江中学,200多名初中生认真聆听了一场传染病防控基本知识的讲座,为校园健康增添了一道屏障。 今年4月是第33个爱国卫生月,当天活动就以本次爱国卫生月提倡的“文...","https://cambrian-images.cdn.bcebos.com/515976c938487564384b9ccdb9118cc7_1688225208769975.jpeg@w_100,h_100","守护校园健康,高明防控传染病讲座走进名校","https://baijiahao.baidu.com/s?id=1697474539371935487&wfr=spider&for=pc"
"大众网菏泽","昨天17:28","为进一步增强同学们对春季传染、流行疾病的防范意识,做好个人防护,及时防范传染病的发生,4月19日上午,成武县桃花学区前史楼小学开展了 “预防春季传染病”主题教育活动。 预防春季传染病主题班会 ...","https://dss0.bdstatic.com/6Ox1bjeh1BF3odCf/it/u=60838240,1215734670&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=2C82429508537AC856A5B5250300A062&sec=1618987054&t=f53fc3cae59e81647e5b94cb278b025b","成武县桃花学区前史楼小学举行预防春季传染病主题教育活动","http://heze.dzwww.com/jiaoyu/jyxw/202104/t20210419_8370720.htm"
"网易新闻","昨天17:17","(通讯员黄志卫 金灿)为进一步规范传染病及突发公共卫生事件报告管理工作,4月16日,万盛经开区万东镇中心卫生院开展了传染病及突发公共卫生事件报告和处理规范培训会,来自该院医务人员20余人参加了培训。 当天下午,该院传染病及突发公共...","NoPicture","万盛万东镇:开展专题培训 提升应急处理能力","http://dy.163.com/article/G7VB46OC0516V1SB.html"
"腾讯网","昨天17:13","全民国家安全教育|针对重大新发突发传染病疫情,国家有哪些应对措施? ▲ 茌平区融媒体中心官方微信号 来源:中国健康教育中心 编辑:李静 -End-","NoPicture","全民国家安全教育|针对重大新发突发传染病疫情,国家有哪些应对措施?","https://new.qq.com/omn/20210419/20210419A094DG00.html"
"澎湃新闻","昨天17:11","国家建立重大新发突发传染病、动植物疫情联防联控机制。发生重大新发突发传染病、动植物疫情,应当依照有关法律法规和应急预案的规定及时采取控制措施;国务院卫生健康、农业农村、林业草原主管部门应当立即组织疫情会商研判,将会商研判结论向中...","https://dss0.bdstatic.com/6Ox1bjeh1BF3odCf/it/u=2323022597,3728837627&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=738DC6A65E407F4F5403C76803004039&sec=1618987054&t=acc8b84ed3e5664e33f98d43e7448186","【普法】《生物安全法》宣传","http://www.thepaper.cn/newsDetail_forward_12279365"
"江西省人民政府","昨天","恶性肿瘤不仅成为了严重威胁我国居民健康的重大公众卫生问题,也是导致劳动力人口丧失,家庭因病致贫返贫的重要因素。 曾传美强调,各级卫生部门要重视癌症防治工作,始终把维护人民群众身体健康,促进经济社会发展放在第一位,认真的落实预防为主...","NoPicture","第27届全国肿瘤防治宣传周江西省启动活动","http://www.jiangxi.gov.cn/art/2021/4/19/art_16141_3324091.html?xxgkhide=1"
"腾讯网","昨天16:21","近日,广东省卫健委发布3月全省法定报告传染病疫情和全省突发公共卫生事件信息。3月全省共报告甲、乙类传染病发病37830例,死亡109人,其中乙类传染病甲类管理的新冠肺炎报告确诊病例70例(均为境外输入病例),无死亡病例。清远报告1起一般级...","NoPicture","3月广东报告境外输入新冠肺炎确诊70例","https://new.qq.com/omn/20210419/20210419A08QFB00.html"
"九派健康","昨天16:18","为切实保障师生生命健康,统筹推进疫情防控和校园安全工作,商南县科技和教育体育局强化四项措施做好春季校园传染病防控工作。  ——严格做好师生健康监测。牢固树立责任意识、风险意识,加强组织领导,强化责任担当,落实落细师生的考勤管理制度,...","https://cambrian-images.cdn.bcebos.com/dadbd146d624e3a2a5f9649108512fd8_1688222690386320.jpeg@w_100,h_100","商南县“四个严格”强化校园传染病防控工作","https://baijiahao.baidu.com/s?id=1697456363529639539&wfr=spider&for=pc"
"腾讯网","昨天16:14","春季学校常见的传染病还有流行性感冒和水痘等,相关消毒方法可以参考上表。 1、流行性感冒 流行性感冒是由流感病毒引起的一种急性呼吸道传染病,通过呼吸道分泌物的飞沫传播,也可以通过接触传播。 ","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=2074480878,4275972073&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=8DC2CC121471D98808546449030050F2&sec=1618987054&t=489138312e8ddb2b0e97640e0f340cbb","福建疾控紧急提醒:春季学校这些传染病多发!","https://new.qq.com/omn/20210419/20210419A07S1X00.html"
"健康界","昨天","(三)爆炸性、毒害性、放射性、腐蚀性、传染病病原体等危险物质:各类火药、炸药及其制品和雷管、导火索等点火、起爆器材;烟花爆竹;氰化物、农药等剧毒化学品;放射性物品;硫酸、盐酸等腐蚀性物品;炭疽杆菌等传染病病原体;氢气、甲烷、液...","https://dss2.bdstatic.com/6Ot1bjeh1BF3odCf/it/u=3785879490,3020747056&fm=217&app=2&size=f242,162&n=0&g=0n&f=PNG?s=C81354961086F6EC929243EC030020A3&sec=1618987054&t=68bd0e987f540251770998a185321526","水果刀、爆炸性物品终于不能进医院了!困扰全球的伤医议题能否有解?","https://www.cn-healthcare.com/articlewm/20210419/wap-content-1211544.html"
"蚌埠市人民政府","昨天15:12","信息分类: 传染病疫情及防控 发布机构: 禹会区大庆街道 生成日期: 2021-04-19 名  称: 读懂《传染病防治法》 有效性: 有效 生效时间: 2021-04-19  废止时间: 暂无 文  号:  关键词: 传染病防治法读懂...","NoPicture","读懂《传染病防治法》","http://www.bengbu.gov.cn/public/24201/48267281.html"
"澎湃新闻","昨天15:07","春暖花开,万物复苏,家长们迫不及待地带着孩子们出门踏春了。可大家知道吗?每年的3-6月份是传染病爆发的高峰期,流感、麻疹、水痘、诺如病毒、手足口病毒等,也在这个时候凑热闹了。 不同的传染病的临床表现都是怎样?怎样科学有效地预...","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=2083362555,3834466527&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=C8534F961B525CCA127F5D48030030F4&sec=1618987054&t=fa6ddb1a1c20d8d39e51f0aee7724a29","预防春、夏季节传染病小常识","http://www.thepaper.cn/newsDetail_forward_12277517"
"九派健康","昨天15:02","王村镇医院的儿科主任王鹏担任本次讲座的主讲人,王主任首先介绍手足口病是由肠道病毒引起的传染病,手足口病的主要传播途径包括唾液、疱疹液、粪便污染的手、毛巾、玩具、衣物等间接传播,多发生于5岁以下儿童,幼儿园的孩子是手足口病的易...","https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=990636673,140452921&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=95A2DBB00CF3BED04EAF91B40300F00A&sec=1618987054&t=b7cb82701aba703f046376961db17b2e","王村镇幼儿园积极开展传染病防治知识讲座","https://baijiahao.baidu.com/s?id=1697451347475499403&wfr=spider&for=pc"
"腾讯网","昨天15:01","养成这6个好习惯,远离传染病,全家都受益!,健康德阳官微引领健康生活 打造健康德阳来源:小大夫漫画END健康德阳官微引领健康生活打造健康德阳ID:dyswjw点在看,提醒身边人看","https://dss0.bdstatic.com/6Ox1bjeh1BF3odCf/it/u=1512657508,1157727706&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=8943CD141BF3C9ED0E6C05520300C0B2&sec=1618987054&t=cf0044bd7e851abad69ce115f16a6d81","养成这6个好习惯,远离传染病,全家都受益!","http://new.qq.com/omn/ENT20190/20210419A06SX800.html"
"腾讯网","None","国家卫健委:设立传染病和神经疾病医学中心 新闻空间站 一天前 新闻空间站栏目官方账号 打开腾讯新闻APP观看,更加流畅清晰 国家卫健委:设立传染病和神经疾病医学中心 分享好友 分享好友广告 为什么体寒的女人容易胖?先改掉6个恶习,花2分钟...","https://dss0.bdstatic.com/6Ox1bjeh1BF3odCf/it/u=1571769098,3213763237&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=61A864F89365211B1E95D0250300C0C5&sec=1618987054&t=6c309c508ac4dd0853e1e17cd1b6f2ac","国家卫健委:设立传染病和神经疾病医学中心","https://xw.qq.com/cmsid/20210418V06KSV00"
"九派健康","昨天12:57","为隆重庆祝党的百年华诞,同时也为切实做好春季传染病防治工作,广泛宣传传染病的防治知识,提高学生对传染病防治知识的认知水平,增强自我保护意识,2021年4月14日,养正高中开展了“养正大讲堂之健康讲堂—2021年春季传染病知识讲座”活动。 ","https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=1041543260,140445884&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=5E82418344D03FC84A0962A403008014&sec=1618987054&t=c73f5fb4e95271da065a21b45917c693","「濡养正心健康讲堂」喜迎建党百年 预防传染疾病 守护健康校园","https://baijiahao.baidu.com/s?id=1697443789598178336&wfr=spider&for=pc"
"直播四川联盟","5小时前","4月19日,高坪区举办山洪灾害防治工作技术专题培训会,各乡镇(街道)负责人,具体负责村级山洪灾害简易雨量站点看护人员,山洪危险区监测巡查、转移责任人100余人参加了会议。 会议邀请了市水务局四级主任科员彭钰清和川大智能控制研究院水利专员...","https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=405170286,140517819&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=EED30CC70C5206CE0020E4320300D053&sec=1618987058&t=2ecd95eb3cbe0e8a1184cd356675e9f0","高坪:山洪灾害防治 有备无患","https://baijiahao.baidu.com/s?id=1697521033604376526&wfr=spider&for=pc"
"腾讯网","5小时前","贡嘎山密密的丛林里,藏着一座科考站,它是中国科学院、水利部成都山地灾害与环境研究所(以下简称“中科院成都山地所”)的野外观测站之一:四川贡嘎山森林生态系统国家野外科学观测研究站(以下简称“贡嘎山站”)。它就像守护冰川和森林的岗...","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=636584332,1830614412&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=EB006089F20636FB55B40DD30300C0B1&sec=1618987058&t=fe55e0e7e4e475a40b60c8c74429b5b9","一座观测站近四十年的科考发现 贡嘎山上冰“退”林“进”","https://new.qq.com/omn/20210420/20210420A0330Q00.html"
"豫眼屏媒","5小时前","明万历十八年(1590年)三月三日下午6时许,许州城郊刮起黑风。从西北来,吽吽有声,行人迷途,多有坠入坑堑而死伤,逾夜方停。 清道光六年(1826年)三月二十二日,鄢陵、许州城郊刮起大黄风,自北而南,昼如黑夜,至次日方息。 光绪...","https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2892534801,140516079&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=6AA2CC4DB4635B345298EC500300C093&sec=1618987058&t=a48dbc11e2a553ec6b734989b890ebea","许昌历史上重要自然灾害之风灾","https://baijiahao.baidu.com/s?id=1697519184425363763&wfr=spider&for=pc"
"网易","5小时前","根据历年统计,我省造成人员伤亡的地质灾害,60%以上与切坡建房有关。2020年造成人员伤亡的5起灾害,有4起与切坡建房或修路切坡未采取有效支护有关,教训非常深刻。 目前,我省已排查出临坡切坡建房户76万户,并逐户发放了防灾宣传册,为...","https://dss2.bdstatic.com/6Ot1bjeh1BF3odCf/it/u=1063286061,903337496&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=549152919C426A4718A17EE103007020&sec=1618987058&t=3d911b28ce791af833e08580173df581","山体滑坡!益阳一女子不幸被滑坡体掩埋…紧急提醒:临坡切坡建房...","https://www.163.com/dy/article/G810NPLU0530S6GI.html"
"红网","5小时前","红网保靖县分站4月20日讯(通讯员 刘继慧 马强)近日,保靖县气象局模拟极端灾害性天气预报,在清水坪镇杰坳村范围内有持续性强降雨,极易引发山体滑坡、泥石流灾情,清水坪镇应急指挥部启动应急预案,开展应急演练活动。 清水坪镇杰坳村为...","https://cambrian-images.cdn.bcebos.com/d400fe19b97213bee8a175348c25c88f_1566248435989082.jpeg@w_100,h_100","保靖:气象服务助力灾害天气防治","https://baijiahao.baidu.com/s?id=1697518265392806895&wfr=spider&for=pc"
"网易","8小时前","19 切萨皮克湾地区,中新世海岸线移动(12-16百万年) 下面通过一些地质灾害动图了解下地灾的危害! 一、火山喷发 二、冰川崩解 三、地震 四、滑坡 五、山洪 泥石流 六、海啸 一键搜你感兴趣的热门文章 分享 收藏 点赞 在看...","https://dss0.bdstatic.com/6Ox1bjeh1BF3odCf/it/u=2778536984,163925922&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=56967781D46B3107E328B88303003082&sec=1618987058&t=f81cd8c8e1d71b2d595210ac9514ba28","...不出这四个圈(附地质动图全集详解!带你直面了解地质灾害全过程!)","https://www.163.com/dy/article/G80OSEH80516DHVE.html"
"腾讯网","14小时前","OPPO小米入股自然灾害预警公司,以后全国都可以使用预警功能了?,你要说OPPO、小米这两家不是串通好的,我还有点不相信。最近OPPO和雷总投资的公司都非常有意思,之前就有消息爆料,OPPO和雷总都和紫光展锐有合作一起生产5G通信模块。而...","NoPicture","OPPO小米入股自然灾害预警公司,以后全国都可以使用预警功能了?","http://new.qq.com/omn/ENT20190/20210420A009E400.html"
"网易","11小时前","结合棉花霜冻灾害指标,预计4月22日至25日塔城地区、石河子市、昌吉州棉区有不同程度霜冻出现。 4月21日开始的降水降温和持续低温天气对棉花、玉米等喜温作物播种和出苗生长影响较大。各地应合理调整春播进度,目前北疆还未播种的棉田应在...","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=2466138084,526350890&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=DCF02AD4D3534E7F5298E271030060F5&sec=1618987058&t=166dae0a169aee9d3d84094fc4120b57","...霜冻和持续低温对棉花春播不利,应加强冷害、霜冻和风沙灾害防御","https://www.163.com/dy/article/G80DS7RA0511CCT0.html"
"网易新闻","11小时前","注意了!七台河气象灾害预警!2021-04-20 03:07 七台河关注 点↑""七台河关注""关注我们点我发布广告信息 特别声明:以上内容(如有图片或视频亦包括在内)为自媒体平台“网易号”用户上传并发布,本平台仅提供信息存储服务。","NoPicture","注意了!七台河气象灾害预警!","http://dy.163.com/article/G80CS7PR0534C72H.html"
"网易新闻","11小时前","近日,汉中市宁强县巴山镇党委政府组织镇村干部、派出所民警、卫生院工作人员共计55人对本辖区石坝子村田坝里,罗全岩村水池坪两个地质灾害点进行了防灾救灾应急演练。 巴山镇共有地质灾害点5个,时刻威胁着14个家庭,59间房屋,42人的生命...","NoPicture","汉中市宁强县巴山镇开展地质灾害演练","http://dy.163.com/article/G80CNA7J05373FF6.html"
"晨曦讲旅游","12小时前","泰州当地人非常享受生活,他们每天早晨上班前会悠闲地吃早餐,等到晚上放松一下,例如选择温泉或去酒吧等,这样可以减轻自己的压力,享受美好的时光,更重要的是,泰州已经2000多年没有发生自然灾害了,因此非常适合长期居住。 此外,泰州还拥有丰...","https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=56805528,140491458&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=F702A0AEF840BCCECEB893810300708C&sec=1618987060&t=86cf905d0589ecf4c787b81965829d4e","江苏这“神奇”城市,旅游资源丰富,“两千多年”没发生自然灾害","https://baijiahao.baidu.com/s?id=1697492750272935177&wfr=spider&for=pc"
"潇湘晨报","13小时前","为扎实做好汛期地质灾害防治工作,近日,瀛洲镇自然资源规划所联合镇政府安监、林业、水利等负责人对全镇地质灾害隐患点进行了全面摸底排查。  排查中,一是对辖区内原有6个地质灾害隐患点进行复查,查明地质灾害隐患点影响范围、威胁对象等变...","https://cambrian-images.cdn.bcebos.com/a51d142ac7625feda1002f0c739ae255_1606863438588053.jpeg@w_100,h_100","瀛洲镇全面开展汛前地质灾害隐患大排查","https://baijiahao.baidu.com/s?id=1697491055830795702&wfr=spider&for=pc"
"华龙网","14小时前","模拟桌面推演。市应急局供图 华龙网-新重庆客户端 发 华龙网-新重庆客户端4月19日22时讯(首席记者 黄宇)今(19)日,华龙网-新重庆客户端记者从重庆市应急局获悉,为进一步完善抢险救灾体系,全市应急系统在巫溪举行了地质灾害桌面推演。","https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1427445083,140484436&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=1602A2E156F297C80690DD040300B0D8&sec=1618987060&t=fefca14c60c1785cb02ed7a7ea002dbd","重庆举行2021年地质灾害桌面推演 加大隐患区域排查","https://baijiahao.baidu.com/s?id=1697485209538261451&wfr=spider&for=pc"
"湘湘带你看社会","昨天23:43","4月19日下午,省海洋灾害应急指挥部(以下简称“省海指”)召开了省海指成员单位联络员会议,回顾总结了省海指近年来的主要工作,对2021年全省海洋灾害应急防御工作任务进行了部署。省海指办主任,省自然资源厅党组成员、副厅长阮飙出席会议...","https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2188067679,140483481&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=8F3A6485509815C21230E5B20300D01A&sec=1618987060&t=0409593c6672442a5da73c8dd147411b","浙江省海洋灾害应急指挥部召开2021年度第一次成员单位联络员会议","https://baijiahao.baidu.com/s?id=1697484168589511332&wfr=spider&for=pc"
"岭南24小时","昨天22:37","防风总指挥部关于我省进入2021年汛期的通知》文件精神,2021年4月16日,武江区自然资源局副局长陈晓辉带领局相关股室人员,会同技术支撑单位广东省地质局第三地质大队及自然资源所工作人员对我区辖区内在册地质灾害隐患点及工程治理点开展了...","https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=4125911505,140479507&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=CB9E06C15AA3CF454C0D653C0300E040&sec=1618987060&t=b82ca2899f1c50f0c338f658030dc0f7","武江区自然资源局开展武江区2021年汛期在册地质灾害隐患点巡排查...","https://baijiahao.baidu.com/s?id=1697479949260798051&wfr=spider&for=pc"
"腾讯网","昨天22:33","那么,有效防范和化解重大风险,及时应对各类突发事件,保障人民群众生命和财产安全,建立完善相关应急管理制度尤为重要。本期节目就邀请到市应急局应急指挥调度和科技信息化科科长熊伟解读灾害事故应急处置相关制度。","https://dss0.bdstatic.com/6Ox1bjeh1BF3odCf/it/u=489735357,1658240838&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=3B0390468E2300155D3FB6FA0300801D&sec=1618987060&t=54e57782f6287c9da19bfe1aafedf702","节目预告《遵义应急在线》——灾害事故应急处置相关制度解读","https://new.qq.com/omn/20210419/20210419A0ENAR00.html"
"中国应急管理报","昨天21:44","日前, 金砖国家灾害管理工作组会议以视频方式举行,会议由金砖轮值主席国印度国家灾害管理署主持,中国、巴西、俄罗斯和南非应急管理部门代表与会。 金砖五国代表重点围绕多灾害早期预警系统、志愿服务与灾害管理及灾害韧性基础设施等议题分享了本...","https://cambrian-images.cdn.bcebos.com/2f7520776853b264c16c428a0689b5cf_1613905207406390.jpeg@w_100,h_100","应急管理部参加金砖国家灾害管理工作组会议","https://baijiahao.baidu.com/s?id=1697476636776067670&wfr=spider&for=pc"
