"results_author","results_date","results_des","results_img","results_title","results_url"
"潇湘晨报","2小时前","【本站4月20日讯】为切实加强今年水旱灾害风险防御工作,慈溪市水利局高度重视,提前部署,深入排查防汛安全隐患,坚持防汛抗旱两手抓,确保安全度汛。 一是提前部署,全面开展汛前自查。2月下旬,慈溪市水利局下发《关于开展2021年度水旱灾害防御...","https://cambrian-images.cdn.bcebos.com/a51d142ac7625feda1002f0c739ae255_1606863438588053.jpeg@w_100,h_100","慈溪:全面筑牢水旱灾害防御安全网","https://baijiahao.baidu.com/s?id=1697532900695276565&wfr=spider&for=pc"
"九派云旅","2小时前","4月15日,浙江进入汛期,汛期的到来意味着我省海洋灾害也进入了高发期。为切实提高海洋灾害防范和应急处置能力,4月15日下午,浙江省参加了由自然资源部海洋预警监测司指导、国家海洋环境预报中心组织的2021年海洋灾害预警报应急演练,浙江作为...","https://cambrian-images.cdn.bcebos.com/32f18f599ffb716bb3a02cb75516f3e7_1692285652438042.jpeg@w_100,h_100","浙江参加2021年海洋灾害预警报应急演练","https://baijiahao.baidu.com/s?id=1697530912888182122&wfr=spider&for=pc"
"腾讯网","2小时前","也许像这样的自然现象听起来不像是“灾难性的”,但这次事件确实很可怕。闪电落入了一个装满火药的堡垒,造成非常大规模的爆炸,摧毁了大部分城市并夺走了大约3000人的生命。事件发生后,反对避雷针的教会开始允许放置它,还制定了有利于私人...","https://dss0.bdstatic.com/6Ox1bjeh1BF3odCf/it/u=3237351950,3928177908&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=93101CC74EA38B47522B202C0300D04A&sec=1618986504&t=75af88754b4ee2520d7f4598a75bb266","外国历史:出现过的15个事情,带来的都是巨大灾难","https://new.qq.com/omn/20210420/20210420A04RH200.html"
"网易新闻","2小时前","近日,根据2021年第20号自然资源部公告,《HY/T 0313—2021海洋灾害承灾体调查指南》(以下简称《指南》)推荐性海洋行业标准通过全国海洋标准化技术委员会审查并批准发布,将自6月1日起正式实施。 《指南》在自然资源部海洋预警监测司指导...","NoPicture","《海洋灾害承灾体调查指南》海洋行业标准正式发布","http://dy.163.com/article/G81BEQCG0514K880.html"
"中国江西网","2小时前","今年5月12日是我国第13个全国防灾减灾日,主题是“防范化解灾害风险,筑牢安全发展基础”。5月8日至14日为防灾减灾宣传周。赣州市减灾委员会办公室发出通知,要求各地、各有关单位做好2021年全国防灾减灾日有关工作。 ","NoPicture","今年全国防灾减灾日,赣州市要求这样做…","https://jxgz.jxnews.com.cn/system/2021/04/20/019252676.shtml"
"人民资讯","2小时前","4月12日,湖南省祁东县就防汛和山洪地质灾害防治召开工作会,县委副书记、县长彭丽堂出席会议并强调,全县各级各部门要打起十二分精神,全面动员,严防死守,切实做好防汛保安、地质灾害防治工作。 县水利局、县自然资源局、县应急管理局负责人...","https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=4173400213,140526020&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=6F020BC70A62069013BDF1120300C092&sec=1618986504&t=deface91633fa299d8e15a0107a37d45","湖南祁东:严防死守,做好防汛和山洪地质灾害防治","https://baijiahao.baidu.com/s?id=1697529858338578727&wfr=spider&for=pc"
"潇湘晨报","2小时前","二季度是自然灾害多发易发期,春旱、春汛、大风、冰雹、局地洪涝、地质灾害、森林火灾等自然灾害均由有可能出现,平阳县多措并举,切实做好防范应对工作,确保万无一失。 一是做好监测预警。监测雷电、大风等恶劣天气,盯紧森林火险等级持续偏...","https://cambrian-images.cdn.bcebos.com/a51d142ac7625feda1002f0c739ae255_1606863438588053.jpeg@w_100,h_100","平阳县全力做好二季度自然灾害防范应对工作","https://baijiahao.baidu.com/s?id=1697532275185271288&wfr=spider&for=pc"
"湖南24小时","3小时前","请在wifi下点击播放 4月16日,武陵区召开第一次全国自然灾害综合风险普查工作动员会,明确自然灾害综合风险普查工作任务。副区长高波参会。 此次普查范围涵盖地震、地质、气象、水旱、森林等自然灾害类型。内容包括主要灾害致灾调查与评估,人口...","https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2433249635,140523651&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=EAF00DC50E01144D13284CB203005002&sec=1618986504&t=afb7ce20bd96ef1a65666c938456dcaf","武陵区启动自然灾害综合风险普查工作","https://baijiahao.baidu.com/s?id=1697527279528846468&wfr=spider&for=pc"
"腾讯网","None","3月22日,无锡市水利局副局长金雪林率无锡市防汛指挥部办公室、各县水利局和无锡人保财险一行来温州调研水利设施灾害保险,并与温州市水利局就水利设施灾害保险及堤防海塘建设和管理开展了座谈交流。温州市水利局党组副书记、副局长李红健参...","NoPicture","无锡市水利局来温调研水利设施灾害保险","https://xw.qq.com/cmsid/20210324A0FO6Z00"
"湖南24小时","3小时前","4月16日,为迅速贯彻落实全省地质灾害防治工作电视电话会议精神,澧县召开地质灾害防治工作调度会,县人民政府副县长丁保国主持会议。各镇人民政府镇长,各街道办事处主任,县自然资源局主要负责人以及县委宣传部、县发改局等相关单位分管负责人参...","https://cambrian-images.cdn.bcebos.com/2b8c89bba3e0dcf633035d5892d89cfc_1671002953130924.jpeg@w_100,h_100","澧县召开全县地质灾害防治工作调度会","https://baijiahao.baidu.com/s?id=1697526163342921838&wfr=spider&for=pc"
"cnBeta","3天前","据外媒报道,圣文森特的拉·苏弗里耶尔火山喷发使这个加勒比岛屿笼罩在火山灰中,导致16000多名居民撤离家园。欧空局哥白尼哨兵-2号任务拍摄的假彩色图像显示了2021年4月9日火山喷发的后果。 拉·苏弗里耶尔是加勒比海圣文森特岛的一座活火山,...","https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1105048482,140281090&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=16D5A96C9C80F4DECA24059D0300D092&sec=1618986506&t=923c0af3f5d9d10327dd5eee9636cc6c","欧空局卫星图像显示加勒比海圣文森特岛火山喷发前后对比鲜明","https://baijiahao.baidu.com/s?id=1697266535891830638&wfr=spider&for=pc"
"中国气象报","3天前","当地时间4月9日,位于加勒比海圣文森特岛的拉·苏弗里亚尔(La Soufrière)火山喷发,喷出的火山灰柱高达15千米,喷发烟尘延伸超6公里。我国国家卫星气象中心充分调用风云三号D星等气象卫星资料,密切关注火山灰云扩散情况! “红色区域”的16000...","https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=662327928,140276426&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=F8906591584A20CA2C34885D0100F0F3&sec=1618986506&t=e49945f3a901dfa5cf61a206645e827f","加勒比火山喷发威胁上万人安全,风云气象卫星密切监测!","https://baijiahao.baidu.com/s?id=1697261832151566674&wfr=spider&for=pc"
"界面新闻","4天前","俄罗斯卫星通讯社4月16日消息,俄罗斯紧急情况部萨哈林州总局官网消息称,位于千岛群岛帕拉穆希尔岛的埃别科火山16日喷发出高达3200米灰柱,火山灰云向东北方扩散达到5公里。紧急情况部补充说,未对居民构成威胁。 埃别科火山自2016年10月20日...","https://cambrian-images.cdn.bcebos.com/8963c44fe9bb2de078a778f71a32f6eb_1565176801499628.jpeg@w_100,h_100","俄千岛群岛埃别科火山喷发出3200米灰柱,未对居民构成威胁","https://baijiahao.baidu.com/s?id=1697189668363994123&wfr=spider&for=pc"
"cnBeta","5天前","预测火山喷发是出了名的困难,通常有迹象表明一座火山在未来可能会爆发,因素包括包括地震活动的增加、气体排放的变化和突然的地面变形,但准确预测哪里的火山会爆发确确实实是很难的。一部分挑战是没有两座火山在爆发前的表现完全相同,另一...","https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=371813710,140066326&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=1FB4E0015A411045DE895DD40300C0A0&sec=1618986506&t=b412e64d01baacaad1bd5f93f89f60ed","美国宇航局开发了一种利用卫星预测火山喷发的新方法","https://baijiahao.baidu.com/s?id=1697036257774485883&wfr=spider&for=pc"
"人民资讯","6天前","人民网讯 当地时间4月13日,加勒比岛国圣文森特和格林纳丁斯一座火山在休眠40多年后喷发,火山灰柱冲上1万米高空。 视觉中国版权作品,请勿转载。 人民网讯 当地时间4月13日,加勒比岛国圣文森特和格林纳丁斯一座火山在休眠40多年后喷发,火...","https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=113825363,140018112&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=AF9430CC7E033A4FC415591D030080C8&sec=1618986506&t=14284ff4b494002379230b36d66b1893","加勒比岛国圣文森特火山喷发 灰柱冲上万米高空","https://baijiahao.baidu.com/s?id=1696984493965252326&wfr=spider&for=pc"
"中国青年网","6天前","近日,拉丁美洲加勒比海圣文森特岛上的拉·苏弗里耶尔火山开始喷发,喷出的火山灰柱高达15千米。喷发出的烟尘延伸超6公里。图为火山喷发前后的卫星对比图,火山灰覆盖整个城镇。 近日,拉丁美洲加勒比海圣文森特岛上的拉·苏弗里耶尔火山开始喷发,...","https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2160279604,140010526&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=FD84F115425B6DC45C183CF10300C0B0&sec=1618986506&t=3b2df69e4d47a927b788263b9f6fd8d5","加勒比岛国火山喷发前后对比图 火山灰覆盖整个城镇","https://baijiahao.baidu.com/s?id=1696976324476109218&wfr=spider&for=pc"
"中国新闻网","7天前","中新社西宁4月13日电 (记者 张添福)中国地质工作者近年来开展地质遗迹资源调查时,在位于青藏高原的青海坎布拉及外围区域,发现西秦岭麦秀火山群及印支、燕山两期火山岩存在的痕迹,且两期火山喷发中间有近1亿年的平歇期,反映该地区在中...","https://cambrian-images.cdn.bcebos.com/ba26ecece89a484211d94d351868efa3_1600695032132903.jpeg@w_100,h_100","青藏高原麦秀古火山群最新研究成果:从海底到陆上喷发,两期间歇近...","https://baijiahao.baidu.com/s?id=1696910907293809761&wfr=spider&for=pc"
"人民资讯","7天前","近日,拉丁美洲加勒比海岛国圣文森特和格林纳丁斯的苏弗里耶尔火山喷发。从卫星上俯瞰,火山灰铺天盖地,场景十分壮观。 近日,拉丁美洲加勒比海岛国圣文森特和格林纳丁斯的苏弗里耶尔火山喷发。从卫星上俯瞰,火山灰铺天盖地,场景十分壮观。 近日...","https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=4102096996,139944162&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=8B86AA457B8A625F8E8CC45F0100C0E3&sec=1618986506&t=21e3650f87db613327121272b6a1a053","卫星俯瞰苏弗里耶尔火山喷发 烟尘铺天盖地画面壮观","https://baijiahao.baidu.com/s?id=1696905072665702211&wfr=spider&for=pc"
"腾讯网","7天前","加勒比海一火山喷发高一万五千米 自动播放  腾讯视频 v.qq.com  免责声明:本文来自腾讯新闻客户端自媒体,不代表腾讯网的观点和立场。为你推荐 新华社:“天量罚单”屡现,“电子眼”为啥越来越多? 新华社新闻 2小时前 首次披露!“...","NoPicture","加勒比海一火山喷发高一万五千米","https://new.qq.com/omn/20210413/20210413V03FP300.html"
"科学信仰孙晨","7天前","无论是在以前,还是现在,火山喷发都是人类所无法阻挡的重大自然灾难。 本质上来讲,火山喷发是地球内部热能在地表的一种强烈表现形式,对于地球来讲,它可能只是一次普通的地质活动,但对于人类和其它生物而言,则意味着“毁灭”。火山喷发所...","https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=1709564510,139928425&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=F5B40F700A53464D9E91E4C70300F0A2&sec=1618986506&t=2a9c4ea22dced4cb368cd9f407382aaa","最大火山喷发曾造成92000人丧生,但与黄石公园相比,只是毛毛雨","https://baijiahao.baidu.com/s?id=1696888124550993256&wfr=spider&for=pc"
"直播四川联盟","4小时前","4月19日,高坪区举办山洪灾害防治工作技术专题培训会,各乡镇(街道)负责人,具体负责村级山洪灾害简易雨量站点看护人员,山洪危险区监测巡查、转移责任人100余人参加了会议。 会议邀请了市水务局四级主任科员彭钰清和川大智能控制研究院水利专员...","https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=405170286,140517819&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=EED30CC70C5206CE0020E4320300D053&sec=1618986507&t=c6e5881b02132df26dd31300fb4af392","高坪:山洪灾害防治 有备无患","https://baijiahao.baidu.com/s?id=1697521033604376526&wfr=spider&for=pc"
"腾讯网","5小时前","贡嘎山密密的丛林里,藏着一座科考站,它是中国科学院、水利部成都山地灾害与环境研究所(以下简称“中科院成都山地所”)的野外观测站之一:四川贡嘎山森林生态系统国家野外科学观测研究站(以下简称“贡嘎山站”)。它就像守护冰川和森林的岗...","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=636584332,1830614412&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=EB006089F20636FB55B40DD30300C0B1&sec=1618986507&t=1d9d21fe7fe885ef424d3e0925a67b1f","一座观测站近四十年的科考发现 贡嘎山上冰“退”林“进”","https://new.qq.com/omn/20210420/20210420A0330Q00.html"
"豫眼屏媒","5小时前","明万历十八年(1590年)三月三日下午6时许,许州城郊刮起黑风。从西北来,吽吽有声,行人迷途,多有坠入坑堑而死伤,逾夜方停。 清道光六年(1826年)三月二十二日,鄢陵、许州城郊刮起大黄风,自北而南,昼如黑夜,至次日方息。 光绪...","https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2892534801,140516079&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=6AA2CC4DB4635B345298EC500300C093&sec=1618986507&t=93f0b4f683f0502c9073989562a2ca76","许昌历史上重要自然灾害之风灾","https://baijiahao.baidu.com/s?id=1697519184425363763&wfr=spider&for=pc"
"网易","5小时前","根据历年统计,我省造成人员伤亡的地质灾害,60%以上与切坡建房有关。2020年造成人员伤亡的5起灾害,有4起与切坡建房或修路切坡未采取有效支护有关,教训非常深刻。 目前,我省已排查出临坡切坡建房户76万户,并逐户发放了防灾宣传册,为...","https://dss2.bdstatic.com/6Ot1bjeh1BF3odCf/it/u=1063286061,903337496&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=549152919C426A4718A17EE103007020&sec=1618986507&t=2ede5f08802f25dd086aff5dfefb5dae","山体滑坡!益阳一女子不幸被滑坡体掩埋…紧急提醒:临坡切坡建房...","https://www.163.com/dy/article/G810NPLU0530S6GI.html"
"红网","5小时前","红网保靖县分站4月20日讯(通讯员 刘继慧 马强)近日,保靖县气象局模拟极端灾害性天气预报,在清水坪镇杰坳村范围内有持续性强降雨,极易引发山体滑坡、泥石流灾情,清水坪镇应急指挥部启动应急预案,开展应急演练活动。 清水坪镇杰坳村为...","https://cambrian-images.cdn.bcebos.com/d400fe19b97213bee8a175348c25c88f_1566248435989082.jpeg@w_100,h_100","保靖:气象服务助力灾害天气防治","https://baijiahao.baidu.com/s?id=1697518265392806895&wfr=spider&for=pc"
"网易","7小时前","19 切萨皮克湾地区,中新世海岸线移动(12-16百万年) 下面通过一些地质灾害动图了解下地灾的危害! 一、火山喷发 二、冰川崩解 三、地震 四、滑坡 五、山洪 泥石流 六、海啸 一键搜你感兴趣的热门文章 分享 收藏 点赞 在看...","https://dss0.bdstatic.com/6Ox1bjeh1BF3odCf/it/u=2778536984,163925922&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=56967781D46B3107E328B88303003082&sec=1618986507&t=6c05d3c0b1f44a5259520cd3e0cd8285","...不出这四个圈(附地质动图全集详解!带你直面了解地质灾害全过程!)","https://www.163.com/dy/article/G80OSEH80516DHVE.html"
"腾讯网","13小时前","OPPO小米入股自然灾害预警公司,以后全国都可以使用预警功能了?,你要说OPPO、小米这两家不是串通好的,我还有点不相信。最近OPPO和雷总投资的公司都非常有意思,之前就有消息爆料,OPPO和雷总都和紫光展锐有合作一起生产5G通信模块。而...","NoPicture","OPPO小米入股自然灾害预警公司,以后全国都可以使用预警功能了?","http://new.qq.com/omn/ENT20190/20210420A009E400.html"
"网易","11小时前","结合棉花霜冻灾害指标,预计4月22日至25日塔城地区、石河子市、昌吉州棉区有不同程度霜冻出现。 4月21日开始的降水降温和持续低温天气对棉花、玉米等喜温作物播种和出苗生长影响较大。各地应合理调整春播进度,目前北疆还未播种的棉田应在...","https://dss1.bdstatic.com/6OF1bjeh1BF3odCf/it/u=2466138084,526350890&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=DCF02AD4D3534E7F5298E271030060F5&sec=1618986507&t=5c4aa1192af0f2c705d5725e062a5808","...霜冻和持续低温对棉花春播不利,应加强冷害、霜冻和风沙灾害防御","https://www.163.com/dy/article/G80DS7RA0511CCT0.html"
"网易新闻","11小时前","注意了!七台河气象灾害预警!2021-04-20 03:07 七台河关注 点↑""七台河关注""关注我们点我发布广告信息 特别声明:以上内容(如有图片或视频亦包括在内)为自媒体平台“网易号”用户上传并发布,本平台仅提供信息存储服务。","NoPicture","注意了!七台河气象灾害预警!","http://dy.163.com/article/G80CS7PR0534C72H.html"
"网易新闻","11小时前","近日,汉中市宁强县巴山镇党委政府组织镇村干部、派出所民警、卫生院工作人员共计55人对本辖区石坝子村田坝里,罗全岩村水池坪两个地质灾害点进行了防灾救灾应急演练。 巴山镇共有地质灾害点5个,时刻威胁着14个家庭,59间房屋,42人的生命...","NoPicture","汉中市宁强县巴山镇开展地质灾害演练","http://dy.163.com/article/G80CNA7J05373FF6.html"
"晨曦讲旅游","12小时前","泰州当地人非常享受生活,他们每天早晨上班前会悠闲地吃早餐,等到晚上放松一下,例如选择温泉或去酒吧等,这样可以减轻自己的压力,享受美好的时光,更重要的是,泰州已经2000多年没有发生自然灾害了,因此非常适合长期居住。 此外,泰州还拥有丰...","https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=56805528,140491458&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=F702A0AEF840BCCECEB893810300708C&sec=1618986510&t=1ba27e48d3e7fbad729502b9323a7a4b","江苏这“神奇”城市,旅游资源丰富,“两千多年”没发生自然灾害","https://baijiahao.baidu.com/s?id=1697492750272935177&wfr=spider&for=pc"
"潇湘晨报","12小时前","为扎实做好汛期地质灾害防治工作,近日,瀛洲镇自然资源规划所联合镇政府安监、林业、水利等负责人对全镇地质灾害隐患点进行了全面摸底排查。  排查中,一是对辖区内原有6个地质灾害隐患点进行复查,查明地质灾害隐患点影响范围、威胁对象等变...","https://cambrian-images.cdn.bcebos.com/a51d142ac7625feda1002f0c739ae255_1606863438588053.jpeg@w_100,h_100","瀛洲镇全面开展汛前地质灾害隐患大排查","https://baijiahao.baidu.com/s?id=1697491055830795702&wfr=spider&for=pc"
"华龙网","14小时前","模拟桌面推演。市应急局供图 华龙网-新重庆客户端 发 华龙网-新重庆客户端4月19日22时讯(首席记者 黄宇)今(19)日,华龙网-新重庆客户端记者从重庆市应急局获悉,为进一步完善抢险救灾体系,全市应急系统在巫溪举行了地质灾害桌面推演。","https://dss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1427445083,140484436&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=1602A2E156F297C80690DD040300B0D8&sec=1618986510&t=7ffb0870b00bbd3c4bea6ea1e96daf54","重庆举行2021年地质灾害桌面推演 加大隐患区域排查","https://baijiahao.baidu.com/s?id=1697485209538261451&wfr=spider&for=pc"
"湘湘带你看社会","昨天23:43","4月19日下午,省海洋灾害应急指挥部(以下简称“省海指”)召开了省海指成员单位联络员会议,回顾总结了省海指近年来的主要工作,对2021年全省海洋灾害应急防御工作任务进行了部署。省海指办主任,省自然资源厅党组成员、副厅长阮飙出席会议...","https://dss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=2188067679,140483481&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=8F3A6485509815C21230E5B20300D01A&sec=1618986510&t=8d1dfa5848a8c66c2c2b2f3060d4c9e8","浙江省海洋灾害应急指挥部召开2021年度第一次成员单位联络员会议","https://baijiahao.baidu.com/s?id=1697484168589511332&wfr=spider&for=pc"
"岭南24小时","昨天22:37","防风总指挥部关于我省进入2021年汛期的通知》文件精神,2021年4月16日,武江区自然资源局副局长陈晓辉带领局相关股室人员,会同技术支撑单位广东省地质局第三地质大队及自然资源所工作人员对我区辖区内在册地质灾害隐患点及工程治理点开展了...","https://dss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=4125911505,140479507&fm=30&app=106&size=f242,162&n=0&g=0n&f=JPEG?s=CB9E06C15AA3CF454C0D653C0300E040&sec=1618986510&t=c135a0dcd0f82c4f83daf5b3219f4e0e","武江区自然资源局开展武江区2021年汛期在册地质灾害隐患点巡排查...","https://baijiahao.baidu.com/s?id=1697479949260798051&wfr=spider&for=pc"
"腾讯网","昨天22:33","那么,有效防范和化解重大风险,及时应对各类突发事件,保障人民群众生命和财产安全,建立完善相关应急管理制度尤为重要。本期节目就邀请到市应急局应急指挥调度和科技信息化科科长熊伟解读灾害事故应急处置相关制度。","https://dss0.bdstatic.com/6Ox1bjeh1BF3odCf/it/u=489735357,1658240838&fm=217&app=2&size=f242,162&n=0&g=0n&f=JPEG?s=3B0390468E2300155D3FB6FA0300801D&sec=1618986510&t=3c908acf8b194aa04f21ca72743fcc15","节目预告《遵义应急在线》——灾害事故应急处置相关制度解读","https://new.qq.com/omn/20210419/20210419A0ENAR00.html"
