,名词,词频
353,冰雹 ,2
351,袭击,2
783,权属,2
781,权益,2
2361,汛情,2
776,声明,2
537,内 ,2
774,前 ,2
346,研究 ,2
17,丰收,2
163,介壳虫 ,2
771,伤亡 ,2
428,会,2
487,分站,2
492, 泥石流,2
615,工作组,2
429,后 ,2
424, 一,2
422,事项,2
90,鼠类,2
791,工程 ,2
602,治理点,2
529,关注,2
2346,圆环,2
607,节目,2
383,出行,2
598,地质局,2
361,水管,2
2342,汛情 ,2
798, 街道,2
611,信息化,2
21,无人机,2
405,沟通,2
410,运行,2
412,全力,2
413,抗灾,2
18,保驾护航,2
612,科,2
734,政治,2
478,建房,2
336,天灾人祸,2
2274,自来水,2
447,丛林,2
2456,螃蟹 ,2
752,赤地,2
590,副厅长,2
750, 蝗灾,2
2476,蛆,2
101,费用,2
11,方,2
2457,外地,2
450,科学院,2
5,时节,2
2192, 震级,2
2272,全境,2
739,分布,2
451,山地,2
736,降雨量,2
2275,水质,2
97,工程师,2
2378,评审会,2
263,可能,2
2304,流域,2
2399,专班 ,2
769,来临,2
618,代表,2
541,用户,2
2179,救援 ,2
2180,政协,2
437,危险区,2
2243,暴风雪,2
763,地表,2
520,指标,2
543,党委,2
2182,提案,2
2377,纲要,2
270,火险,2
1843,建筑,1
1847,城区,1
1848,大桥,1
1846,专家组,1
1844,统战部,1
2401,总理,1
2163,韭株,1
1842,副处长,1
2402,决断 ,1
1824,检查 ,1
1823,巡河,1
2488,枫杨,1
2407,大灾,1
1822,段,1
2487,悬铃木 ,1
1821,湖长,1
1820, 公,1
1819,凌汛,1
2408, DIS    ,1
1817,应急办,1
2409,概述,1
1816,人群,1
1815,危险,1
2410,气象厅,1
2406,心灵 ,1
1825,冰凌,1
1826, 要,1
1835,滑坡体,1
1841,防御司,1
1840,震害,1
1839, 我市,1
2490,清查 ,1
1837,干群,1
1836,沙子坝,1
1834,集镇,1
2489,榉树,1
1833,测量,1
2403,赈灾,1
1831,晚,1
2404,温暖,1
2405,千家万户 ,1
1828,水文,1
1849,新区,1
1873,断线 ,1
1850,易地,1
1894, CEPA   PCO,1
2375,长,1
2376, 十四五 ,1
1900,鼠虫害,1
1899,林草,1
2379,五,1
1897,林草局,1
1896,感染,1
2380, 省自,1
1893,声音,1
2373,纪录 ,1
2381,噩耗,1
1892,PCO们,1
1891, 下面 ,1
1889,重视,1
2382, 疫情,1
2383,本土,1
1886,黑斑 ,1
1885, 叶面,1
2374,理赔,1
2372,次数,1
2385,报道,1
2360,台风 ,1
2352,中间,1
2353,反白,1
2354,放大镜,1
2355,元素 ,1
2356,要素调,1
2357,数据库,1
2358,综,1
2359,微博,1
2362,特征 ,1
2371,飓风,1
2363, 地震 ,1
2364, 经,1
2365,工业,1
2366,部 ,1
2367,公益,1
2368,团体,1
2369,基督教,1
2370,救济会,1
2384, 令,1
1883,枝叶 ,1
1851,安置点,1
1860,记忆 ,1
1868,帷幕,1
2398,科室,1
1866, 标本,1
1865,专项,1
1864,监管 ,1
1863,妈妈,1
1862,爸爸,1
1861,上海话,1
1859,年龄,1
1870,配电,1
1858,姐妹 ,1
1857,兄弟,1
1856,途中,1
1855,北上,1
1854,孤儿 ,1
1853,困难,1
1852,孩子,1
2400,共和国,1
1869,国网,1
1871,线路,1
1882,介壳虫,1
1877,虫 ,1
2386,东北部,1
2387,暴风雪 ,1
2388,一路,1
1881,叶面,1
1880,爆盆,1
2389,表彰,1
1879,月季 ,1
1878,花友,1
2390,大会,1
2397,片区,1
2391,典型 ,1
2392, 主动性,1
2393,创造性 ,1
2394,上下,1
2412, 枸杞,1
2395,责任感,1
2396,使命感,1
1872,倒杆,1
2411,震前,1
1779, 水文,1
1812, 法宝 ,1
1707,关系,1
1715,各地,1
1714,当下,1
2452,农药 ,1
1713,节气,1
2453,残留量,1
1711,变暖 ,1
1710, 专家,1
1709,沙尘,1
1708,关联 ,1
2454, 立春 ,1
2450,上线 ,1
2455, 立秋,1
1705,视角,1
1704,田野,1
1703,团队,1
1702,所长,1
1701,环境史,1
1698,事实,1
1697,拖延症,1
1695,甲烷,1
1716,季节 ,1
1718,岗位,1
1692,大火,1
2443,拍照,1
1722, 县长,1
2435,观念,1
2436,花盆,1
2437,食盐 ,1
2438,盐,1
2439,蜗牛,1
2440,农病,1
2442, APP,1
2479,运输商,1
1721,灾情 ,1
2449,优化,1
2444,分析 ,1
2445,APP,1
1720,畅通,1
2446,系,1
2447,工作室,1
2478,橘子,1
2477,滞销 ,1
2448,测试,1
1719,联络,1
1694,破表,1
1691,冠疫情,1
1811,应急处,1
1665,体验,1
2474,环境 ,1
2465,牛奶状,1
1670,教学,1
1669,师资,1
1668,深厚,1
2466,水 ,1
1667,商品,1
1666,物质,1
2467,辈子,1
1664,钱,1
1673,老 师,1
1663,民意,1
1662,面貌,1
1661,策划,1
1660,概念,1
1659,查询,1
2468,高寒,1
2469,物种,1
2470,松材,1
2471,线虫病,1
1672,表面 ,1
1674, 父母 ,1
2458,螃蟹,1
2462,养殖户,1
1690,部门 ,1
1689,海渔局,1
1688,交通局,1
1687,闪电,1
1686,稻飞虱,1
2459,池子,1
2460,蟹子,1
1685,贪夜蛾 ,1
2461,牛奶病  ,1
1683, 栽培,1
1675,同学,1
1682,商会,1
1681,二化螟,1
1680,中等,1
1679,预测 ,1
2475,湿度,1
2463, 癌症,1
2464,打开,1
1677,总站,1
1676,含金量,1
1723,地裂缝,1
1724,词,1
1725,特征,1
2421,瘿螨,1
1789,身亡,1
2420,重视 ,1
2486,短信,1
2485,生蛆 ,1
2484,谣言,1
1784,数量 ,1
1783,受伤 ,1
2483,网警,1
1781, 地面,1
1778, 地震局,1
1791,国家 ,1
2422,招,1
2423,多肉,1
1776,农村厅 ,1
2424,宝宝,1
1773,结合 ,1
1772,巡排查,1
2482,农业厅,1
1771,查  ,1
1770,巡排,1
1790,新闻 ,1
1792,猛兽 ,1
1726, 地,1
1804,前沿,1
1810,风险点,1
2413,树形,1
1808,自建房,1
1807,排灌站,1
1806,变电站 ,1
2414,盆景,1
2416,栽培 ,1
2417,枸杞病,1
1805,阵地,1
1803,商铺,1
2419, 当,1
1802,个体,1
1801,域内,1
1800,村 村,1
1799,救,1
1798,圣文,1
1797,成员国,1
1796, 火山灰,1
2418,关键,1
1794,在线,1
1769,符备战,1
1768,衰减式 ,1
1767,建议 ,1
2434,治疗,1
2431,居家,1
2432,情形,1
2433,生物 ,1
1744,群发期,1
1743,群发期 ,1
1742,多发 ,1
1741,学术界,1
1740,最  ,1
1739,旱灾,1
1735,冰冻 ,1
1766,可能性 ,1
1734,饥 ,1
1733, 风 疫 ,1
1732,旱 水 虫 雹,1
1731,管线,1
1730,地下,1
1729,道路 ,1
2480,经销商,1
1728,桥梁,1
1727,麻烦 ,1
1748,矿产,1
1749,承揽,1
2430,导语 ,1
2429,杀死蚧,1
1765,科学家,1
1764,网络 ,1
1763,强震仪,1
1762,饥荒 ,1
1761,疾疫,1
1760,百姓,1
1759,灾难 ,1
1758,进军 ,1
1757,日军,1
2425,上面,1
2426,蚧壳虫 ,1
2427,肉,1
2428,宝宝仙,1
1756,大堤 ,1
1755,花园,1
1754,日军 ,1
1753,肯定,1
1752,实力,1
2481,续 ,1
2351,齐心协力 ,1
1924,繁育,1
2349,图形 ,1
2236,保障 ,1
2090, 天敌,1
2237,政客们,1
2089, 气候,1
2088,特性,1
2087,生育期,1
2086,采果,1
2085,期 ,1
2084, 果实,1
2083, 幼果期,1
2082,套袋,1
2081,作品,1
2080,可能性,1
2238,军费,1
2078,战地 ,1
2239,子弹 ,1
2240,炸弹 ,1
2241,民生 ,1
2242,医疗,1
2244,发电厂 ,1
2091,蜜蜂,1
2092,安全性,1
2245, 水管,1
2093,病虫情,1
2106,液体 ,1
2224,绝壁,1
2225, 险石,1
2104,汁液,1
2103,处,1
2102,烂皮,1
2226,防疫,1
2101,果实 ,1
2227,安排 ,1
2228,预约 ,1
2100, 芽 花,1
2229,路线 ,1
2230,衣服,1
2099,幼叶,1
2098,白星花,1
2231,运动鞋 ,1
2232,干粮,1
2233,通讯,1
2095,平时,1
2077,传闻,1
2074,地方 ,1
2035,墒情,1
2055,泥流 ,1
2053,受灾  ,1
2052,市 ,1
2051, 70人,1
2050,饭,1
2260, 02 2322 55,1
2049,秩序,1
2048,收入,1
2047,财政,1
2046,税收 ,1
2045,负担,1
2262,降温 ,1
2044,平衡 ,1
2043,收支,1
2042,中原,1
2041,低温 ,1
2264,试点县,1
2039,西南部,1
2038,内,1
2037,局地,1
2054,官员,1
2056,办公厅,1
2246,破裂 ,1
2258,三农 ,1
2072,时空,1
2071,大 ,1
2069,新闻讯,1
2068,极目,1
2247,合作,1
2248,供电商 ,1
2067,都市报,1
2249,预演,1
2250,引领,1
2064,时段,1
2251,落实 ,1
2062,全,1
2252,视频会,1
2253,遇难,1
2061,行政,1
2060, 滑坡,1
2254,人 ,1
2255,预警  ,1
2257,春寒,1
2107,树体,1
2108,果皮,1
2223,景点,1
2150,叶害虫,1
2174,高山区,1
2149,迹象,1
2175,成灾,1
2148,养殖 ,1
2176,机理,1
2147,梅 ,1
2146,三角,1
2145,作物 ,1
2492,大道,1
2143,盛发,1
2142, 白粉虱,1
2141,口器,1
2140,关联,1
2139,点点 ,1
2138,背,1
2137,茉莉叶,1
2177,核心,1
2178,识别 ,1
2134,危害性,1
2173,需求,1
1654,食物,1
2109,果肉,1
2172, 国防,1
2161,阴湿 ,1
2160,羽化 ,1
2159,化蛹 ,1
2164,土缝,1
2158,休眠态,1
2157,土层,1
2156,韭根,1
2155,鱗茎,1
2154,韭菜,1
2165,土块,1
2166,粪,1
2167,会议室,1
2153,食叶,1
2168,地勘处,1
2152,卷曲,1
2151,部位,1
2169,事务,1
2170,总规划师,1
2171,城镇,1
2133,小 ,1
2132,虫体,1
2472,番茄,1
2181,委员,1
2206,调度 ,1
2207,发言,1
2208,副部长,1
2209,高度,1
2210,课题,1
2211,  除,1
2212,当务之急,1
2214,收集,1
2215,数据 ,1
2217,数据库 ,1
2218,研究者,1
2219,封面,1
2220,  据,1
2115,艳 ,1
2114, 国,1
2113,植物 ,1
2112,景观,1
2111,创造力,1
2110,朋友,1
2205,精准,1
2204, 科学,1
2203,厅长,1
2125,菜叶,1
2130,油菜花 ,1
2183,题,1
2184,做法 ,1
2185,赞扬 ,1
2186,演示,1
2128,枯死 ,1
2127,黄 ,1
2126,卷缩 ,1
2124,群居,1
2197,延伸,1
2188,汇报会,1
2123, 菜螟,1
2122, 烟粉虱,1
2121,白粉虱,1
2120, 菜蚜 ,1
2119,菜青虫,1
2117,花 ,1
2116,海棠,1
2036,东部,1
2034,印象,1
2348, 外围,1
2322, 地震,1
1947,噻虫嗪,1
1946,缓释剂,1
1945, 2 吡虫啉,1
2323, 生物,1
1944, 亩,1
1943,颗粒剂,1
1942,杀虫单,1
1941, 噻虫胺 ,1
1940, 甘蔗螟虫,1
1939,梢腐病,1
2324,运输厅,1
1938,黑穗病,1
2325,储备局,1
1937, 蓟马 绵蚜 ,1
1936, 草地,1
1935,蔗区,1
1934,上下 ,1
1933,溶液,1
1932,吡虫啉,1
1948,悬浮剂,1
1949,40 50,1
1930,姓名,1
1950,楼顶,1
1965, 旱灾 ,1
2311, 林草局,1
1964,史书,1
1963,史籍,1
1962,传,1
1961,特,1
1960,反常,1
1959,准备 ,1
1958,区长,1
1957,安委会,1
2317,来源 ,1
2318,医院,1
1956,转变 ,1
1955,花草,1
1954,味道,1
1953,距离,1
2319,证明,1
2320, 谢,1
2321, 事故,1
1931,吡虫啉 ,1
1929,月季花,1
2033,多雨区,1
2334,办 ,1
1912,多年生,1
1911,蔷薇科,1
1910, Duch  ,1
1908,三虫 ,1
1907,蜘蛛 ,1
1906, 麦,1
1905,吸浆虫,1
2336,防,1
1904, 蚜虫 ,1
1903, 白粉病,1
1902,0 3  ,1
2339,工作部,1
2340,总会,1
2341,集团,1
2343,不同,1
2491,陵园,1
2344,标志 ,1
2345, 放大镜,1
2347,图形,1
2335,至上 ,1
1913,草本,1
1928,保养,1
2333,安委,1
1927,大伙儿,1
1926, 蓟马 ,1
1925,速率,1
2162,弱光,1
2326,总队,1
1923,夜蛾 ,1
2327,专家委,1
1921,周期,1
2328,抢抓,1
1920,需求量,1
1919,甜 ,1
2329,机遇,1
1918,肉酸,1
2330, 防   ,1
1917, 果,1
2331,假期,1
2332,寒潮,1
1916,营养,1
1915,浆果 ,1
1966,飞蝗,1
1967,天 ,1
1968, 禾草,1
2016,中,1
2014,强风,1
2013,安置,1
2280,市长,1
2012,联 ,1
2281,爆裂 ,1
2011,晨 ,1
2010,消息 ,1
2009,联播,1
2282,解局,1
2008,断道 ,1
2007,农户 ,1
2006,公路,1
2005,下部,1
2004,冲击,1
2003,土体,1
2283,总裁,1
2002, 岩,1
2001,流,1
2000,碎屑,1
2015,运行 ,1
2279,冰雪,1
2310,能源局,1
2017,国家主席,1
2265,努力,1
2032,旱涝,1
2266,业务线,1
2031,重 ,1
2030,级别,1
2028,差 ,1
2027,能见度,1
2276,提升 ,1
2026,大雾 ,1
2025,雨 ,1
2024,值班点,1
2023,遇难者,1
2022,名义,1
2021,人民 ,1
2277,报告 ,1
2020,慰问电,1
2019,慰问,1
2278, 报,1
2018,总统,1
2284,户外,1
2285,年,1
1998,陡崖,1
1997,上方,1
2296,防办 ,1
1979,总数,1
1978, 翻倍 ,1
