,名词,词频
1249,需求,4
278,交流,4
1298,母亲,4
1926,段,4
1241,规范,4
502,地灾,4
483,切坡,4
1549,总工会,4
1336,停电,4
263,类型,4
1554,爱心,4
2710,工地,4
1333,寒流,4
1980,寒风,4
2990,办公厅,4
2989,司长,4
476,南,4
475,北,4
1330,供应,4
1329,州,4
1320,本文,4
1392,主体,4
1612,分局,4
457,野外,4
1493,机关,4
344,执法,4
1942,厂,4
1737,冠肺炎,4
3051,资质,4
1180,整治,4
1441,中,4
371,附近,4
1924,流域,4
1480,严寒  ,4
210,行业,4
1486,材料,4
1446,南部,4
3074,工作部,4
2076,东,4
357,经营,4
1780,日,4
1503, 战,4
1820,小学,4
455,山地,4
1897,总队,4
2796,路面,4
2091,体育,4
2795,保洁,4
1403,预测,4
1727,预案 ,4
1464,春节,3
1545,技能,3
2502, 气象,3
956,风雹,3
1475,微信,3
1529,温暖 ,3
3049,规定,3
1470,北方,3
3043,改革,3
919,体型,3
2507,偏差,3
3340,印军,3
3335,图集,3
1896,武警,3
1495,同时,3
945,农户,3
1513,风雪 ,3
2315, 现,3
903,计划,3
1161,车,3
1546,效果,3
1843,线 ,3
826, 据,3
1682,公安部,3
1684,来源 ,3
2448, 水,3
2805,站点,3
1687,风,3
809,关注,3
1702,绿化,3
1712,国情,3
2440,景区,3
1717,农村局,3
2809,高校,3
2811,就业,3
2431,户外,3
2868,民族,3
2849,报,3
1796,背景,3
1677,战,3
2927,义诊,3
2316,事项,3
1639,景象,3
1555,启动,3
897,讲话,3
2342,全境,3
2988,防御司,3
2985,救助 ,3
2344,崩塌,3
1573,赛季,3
2478,自来水,3
1575,强度,3
2976, 水利部,3
867,季节,3
1578,油田,3
2774,科研,3
2784,分公司,3
1617,冠病毒,3
1626,工作者,3
1629,机场,3
878,沿途,3
3082, 市 ,3
2296,公益,3
2734,道具,3
1095,后勤,3
2146,老人,3
2423,用户,3
1212,检查站,3
2156,雪灾 ,3
3266,总公司,3
1222,年龄,3
3184,足球,3
2057,暴雪,3
2049,水管,3
1242,采样,3
3274,特点,3
2180,年代,3
2024,续航,3
3171,兔狲,3
2186, 住房,3
3167,地里,3
1260,复工,3
1056,培训 ,3
1210,图,3
3253,气象法,3
1209,身体,3
2609,汛情,3
1171,晨报,3
1149,房车,3
1172,旗下,3
2100,开发区,3
1146,平原,3
2111,全力,3
1181,扶贫,3
2825, 灾害,3
1184,酷暑,3
1205,总统,3
2122,冰,3
1132,图片,3
1131,医院,3
1127,军官,3
1121,队员,3
2600,民兵,3
1200,积雪 ,3
1203,海外网,3
1273,照片 ,3
2196,保监会,3
2682,食品,3
3071, 统计局,3
1378,爆发,3
1957,中队,3
1381,地球,3
2253,快递,3
1404,地面,3
1163,设计,3
1414,暴雨 ,3
1415,雷暴,3
2273,动车组,3
1371,中心 ,3
3070, 农业,3
2723, 顶,3
2282,大部,3
3068,政治局,3
1440,降水 ,3
2285,家长,3
2518,教育部,3
1445,监测 ,3
2249,人社厅,3
1369,网 ,3
3149,会战,3
1014,对象,3
2004,针对性,3
2214,偏差 ,3
2689,广场,3
1317,客户,3
2696,角色,3
2226, 图,3
1021,攻坚,3
2697,后 ,3
1012,个人,3
1367,话,3
1011,装备,3
1334,床,3
1348,日报,3
1977,游泳,3
1004,战争,3
2229,编辑,3
2240,供热,3
1968,通道,3
0,转移,3
1211,巡逻,3
530,玉米,3
589,总指挥部,3
717,排查 ,3
3599,成本,3
400,联赛,3
190,监测司,3
726,自治县,3
158,副省长,3
157,检查 ,3
156,督查,3
734,决策,3
144,运行,3
140,值守,3
435,队员们,3
128,防地质,3
124,市长,3
119,规模,3
746,原因,3
113,建房,3
559,图书馆,3
104,开发,3
385,实践,3
382,事业,3
454,科学院,3
379,战略,3
318,人生,3
324,困难,3
305,边境,3
626,行政村,3
621,座谈会,3
653,电视台,3
655,栏目,3
296,中西部,3
289,宣传部,3
288,办事处,3
341,作业,3
609,金砖,3
674,保驾护航,3
681,调研组,3
233,级,3
3611, 滑坡,3
3452,民政部,3
373,儿子,3
3610,江河,3
449,特征,3
633,生活 ,3
509,洪 ,3
529,降温,3
43,水文,3
552,孩子,3
548,家庭,3
771,声明,3
23,开展,3
54,观测,3
768,智能,3
535,进度 ,3
6,风险 ,3
1678,平安 ,2
358,行为,2
352,定位 ,2
1673,终端,2
2897,屋,2
1276,房子,2
1680, 01 ,2
3104,主席,2
1703,土壤,2
2892,巡特警,2
1659,身影,2
1710,艺术,2
1713,国力,2
1714,调查 ,2
1715,普查 ,2
348,树,2
1719,微信群,2
2885,难度,2
1667,指挥长,2
2924,服务站,2
1658,防控 ,2
1657,值守 ,2
1608,战斗力,2
1297,体温,2
1611,关键,2
3607,受灾面,2
3608, 报告,2
1616, 人,2
3609,编写,2
1619,网格员,2
1286,数字,2
1625,行动 ,2
1279,新闻网,2
368,风景,2
1632, 雪,2
1644,支流,2
362,风雨,2
2926,优抚,2
2925,中医院,2
2880,分队,2
1656,防护网,2
1725,晚报,2
2874,伞降,2
1275,郊区,2
1732,防总,2
2838,发 ,2
333,大雪 ,2
2835,网址,2
1794,适应,2
2834,链接 ,2
330,经理,2
1798,灾种,2
327,大桥,2
2827,发布 ,2
2822,风霜,2
2820,同志们,2
1251,营养,2
526,指标,2
1816,拼版,2
1817,上图,2
2816,指导组,2
1819,右,2
1826,北极圈,2
321,雪景,2
3638,花 ,2
2803,路口,2
525,棉花,2
3168,庄稼,2
1786, 级,2
1268,寒潮 ,2
1605,部队,2
3157,粉丝,2
1741,军事,2
339,桥,2
2866,防洪,2
2863,河流,2
1761,下旬,2
1764,调水,2
1269,停水 ,2
1768,体系 ,2
2844,监测院,2
1772,社会主义,2
1773,征程,2
1774,海浪,2
1775,偏多 ,2
519,功能,2
1264,复工率,2
1776,过程 ,2
1777,潮,2
1779,大雨 ,2
1607,精兵,2
3605,中下游,2
3606,373 ,2
3140,育种,2
1429,假期,2
3067,思想,2
1359, 钟,2
1434,放假,2
1435,安排 ,2
1356,沙尘 ,2
1437,旅客,2
3551,演习,2
437,反应 ,2
1442,大雨,2
1443,时机,2
436,高原,2
1339, 省,2
1338,省委,2
3060,西,2
1451,供电局,2
1452,总经理,2
431,海拔,2
1456,下图,2
1458,边坡点,2
1468,周年,2
444,隧道,2
1362,战勤,2
1425,裂缝,2
1401,大路,2
3559,家园,2
465,城郊,2
3094,西北部,2
3093,树枝,2
3092,裹挟,2
3091,旁,2
3564,花瓣,2
3090, 洪水,2
3089,行进 ,2
1402,旧址,2
3108,线虫病,2
456,研究所,2
1405,降温 ,2
1406,霜冻 ,2
1411,破坏 ,2
450,规律,2
3076,效益,2
1420,令,2
446,上方,2
1368,气象 ,2
1472,魅力,2
3549,士兵,2
422,葡萄,2
1311,供暖,2
2997,水情,2
1550,帮扶,2
1553,环卫,2
1315,支付,2
2992,预置,2
399,评论,2
1313,发言人,2
1560,温暖,2
392,房,2
1567,赛道,2
2999,抗震,2
3604,评估 ,2
388,示范,2
387,被动房,2
2975,副总指挥,2
503,危害,2
2973,投资,2
2972,预算,2
1587,厂房,2
3101,主汛期,2
1322,版权,2
1840,工作者们,2
1477,列车,2
1509,警察,2
420,高温 ,2
3040,请示,2
1327,提高,2
3128,共产党员,2
416,网,2
1324,授权,2
1323,作品,2
1496,风雪 斗,2
1501,公安处,2
412,确诊,2
3001,委员,2
3017,体制,2
1518,雪 ,2
409,评论 ,2
3013,隐患区,2
1524,重担,2
3012,管理 ,2
1532,热水,2
3005,局地,2
3004,旱灾,2
3000,国务,2
780,地址,2
1841,健康,2
2560,一线 ,2
2210,食物,2
2213,状况,2
2215,居住区,2
2216, 山区,2
137,枢纽 ,2
125,队,2
2224,生猪,2
2227,屠宰,2
115,用地,2
2230,早高峰,2
2232,执勤,2
2549,战士,2
2236,门口,2
3691,分类,2
2246,法规,2
100,村庄,2
2254,小哥,2
2255,快件,2
2257,车 ,2
2261,一心,2
2262,义工队,2
2264,慰问,2
2533,位置,2
2559,工会,2
2561,线,2
1842,抗击,2
2203,失踪  ,2
2142,雨雪 ,2
2143,冰冻 ,2
2592,水气,2
180,安全度,2
2158,深度 ,2
2159,杀青,2
2160,剧照,2
2161, 影片,2
2162,陈数,2
2577,实施 ,2
2573,献血,2
2175,期待,2
3683,此间,2
160,副市长,2
2181,储备 ,2
2184,赈灾,2
2188, 交通,2
155,落实 ,2
2192,健康委,2
2197,储备局,2
2198, 林草局,2
2201,抗灾署,2
142,落实,2
2269,配电,2
3694,生物,2
2530,热电,2
94,合作,2
40,技术组,2
2345,崩塌 ,2
2482, 报,2
2481,报告 ,2
2480,提升 ,2
2479,水质,2
2352,泄漏,2
2477,停水,2
34,汇报 ,2
2356,供应商,2
2358,供应链,2
2365,抗灾,2
21,平时,2
2381,口罩,2
2453,保障 ,2
2388,衣服,2
2451,危机,2
2439,公园,2
7,危险区,2
2404,暖气,2
2405,外媒,2
2406,公,2
2411,教师,2
2339,上下,2
2486,年,2
2333,破坏,2
2504,失踪,2
2280,小伙伴,2
2521,民,2
2284,中学,2
89,会,2
82,天空,2
2291,雨,2
2294,医疗,2
2297, 车队,2
69,山火,2
2306,途径,2
56,冰凌,2
45,江段,2
2313,幅度,2
51,监测站,2
2317,节气,2
2318,节气 ,2
2499,公报,2
2498,思维 ,2
2497,底线,2
2326,战地,2
2327,6 ,2
2493,新房,2
192,预警报,2
2594,冰层,2
2137,底数,2
247,可能,2
2740,电影展,2
293,小麦,2
2733,1 2,2
1936,会展,2
1941,冬供,2
1950,势,2
1954,党支部,2
1956,纪律 ,2
1960,司机,2
272,保险 ,2
1969,联防,2
2711,水厂,2
2709,帮助,2
2708,小伙伴们,2
2707,龙脊,2
2706,版本,2
2705,玩家,2
2700,严寒值,2
256,动员,2
1992,文明,2
251,雷电 ,2
1994,速度,2
2692,治安,2
1922,北风,2
1921,程序,2
2751,身边,2
2767,物品,2
2794,门前,2
1849,实力,2
2791,原因 ,2
1855,大,2
1856,全会,2
2786,维修,2
3644,花朵,2
1865,时节,2
2770,试验,2
1879,异物,2
531,播种,2
297,种植,2
1885,场景,2
302,作物,2
1892,赛事,2
300,霜冻,2
1899,地域,2
1900,夜,2
1901,野营,2
1902,拉练 ,2
1906,战斗,2
2754,民警 ,2
1996,手段,2
2688,寒冬 ,2
2125,部位,2
244,洪涝 ,2
3669, 卫生部 ,2
2634,东北部,2
2633, 令,2
2631, 疫情,2
2090,市民们,2
206,承灾体,2
2627,评审会,2
3671,总会,2
2625,纲要,2
2624, 十四五 ,2
2097,纪律,2
2104,高寒,2
2107,急救,2
3673,院,2
2112,体重,2
2114,患者,2
2115,救护车,2
2116,室外,2
199,爆炸 ,2
2610,特征 ,2
2608,台风 ,2
3677,野外站,2
2124,桥梁,2
2070,财经 ,2
2069,  早,2
2068,手机 ,2
2043,抢修,2
2685,批发,2
2006,小伙子,2
237,保安,2
2017,冻害 ,2
2019,保障厅,2
2674,  杀  ,2
2027,里程,2
2032,度假区,2
2035,警察节,2
2663,阳气,2
229,工作会,2
2067,屏 ,2
2054,参考,2
225,减灾日,2
2650,专班 ,2
219,筑牢,2
2649,副主任,2
2060,世纪,2
217,日 ,2
2064,Fold ,2
2065,对折式,2
2066,折叠,2
1884,挑战赛,2
1604,课目,2
1033,分管,2
1206,帽子,2
580,省海指,2
909,心里,2
3446,环境司,2
3231,园长 ,2
1136,西部,2
587,副厅长,2
916,雪花,2
918,猞猁,2
920,猫,2
1126,海军,2
1125,装置 ,2
925,生存,2
3241,研究院,2
929,棕熊 ,2
931,头,2
3334,参谋部,2
591,文件,2
3332,计生委,2
3331, 卫生,2
1109,产业,2
1107,幼苗,2
1106,工程师,2
3251,专家组,2
595,地质局,2
3325,挑战,2
704,标题,2
3257,防御 ,2
3442,部,2
723,规章,2
3441,重建,2
3377,作家,2
831,实事,2
833,发生 ,2
1199,工具,2
758,记载,2
1196,志愿者们,2
838,计划 ,2
840,村 ,2
1187,民心,2
843, 踏勘,2
3207,菊花,2
556,灾难 ,2
1174,报 ,2
857,难题,2
573,桌面,2
566,早餐,2
1170,社会 ,2
860,通讯社,2
863,股份,2
869,囚犯,2
871,西南,2
3370,音乐,2
735,部署 ,2
883,鸡毛房 ,2
3354,价格,2
895,天,2
725,瑶族,2
3258,损失 ,2
3259, 法规 ,2
701,行车,2
1006,认定 ,2
1052,水务局,2
995, 水利 ,2
1050,水务,2
3285,核,2
999,观众,2
1000,品级,2
1044,培训班,2
1001,评定,2
3287,监管 ,2
1002,地球 ,2
1003,飞船 ,2
1005,气力,2
1037,队伍 ,2
620,本,2
1007,神级 ,2
1036,乡,2
647,易发区,2
646,洪,2
3293, 秒,2
645, 山,2
3474,受损,2
1030,大气,2
1028,演练 ,2
636,防汛 ,2
638,自救,2
640,防护,2
1054,水电站,2
1057,形势 ,2
697,科普,2
606,科,2
3459,课题,2
1088, 人们,2
965,页 ,2
966,打印,2
968,分配,2
1084,声明 ,2
679,处长,2
3315,局长,2
1081,修改,2
3273,气象报,2
605,信息化,2
3311,风险图,2
978, x ,2
661,空间,2
3487,爆炸,2
672, 四,2
668,总,2
3308,   1 ,2
982,协议,2
667,调整,2
1069,运作,2
985,建设局,2
3305,出版社,2
989, 政府,2
617,志愿,2
1060,频率,2
829,教育,2
1020,拉练,2
759,会商会,2
792, 街道,2
1239,断面,2
3176,毛发,2
3405,反攻 ,2
806,评价,2
767,前 ,2
3414,检测 ,2
793,防范区,2
827,党史,2
3394,端午,2
812,雨水,2
1232,资讯,2
1228,时间 ,2
545,点,2
779,邮箱,2
760,红网,2
1227,游品,2
1221,写照,2
1220,区 ,2
3408,冠疫情,2
1207,卫星,2
2684,新发地,1
2690,物 ,1
3660,村口,1
2461, 水管,1
2462,破裂 ,1
2463,供电商 ,1
2687,判断,1
2686,集散地,1
3712,关东,1
2465,预演,1
3464,副指挥长,1
3324,论述,1
3317,海岸带,1
2683,登陆地,1
3661,徒步,1
3662,故障,1
2681,冷链,1
2680,港口,1
2679,码头,1
2678,港,1
3463,区防指,1
3663,同事们,1
3462,防办,1
3664,故障 ,1
2643,创造性 ,1
2691,中心区,1
3316,致辞,1
2644,责任感,1
2699,条 ,1
2454,政客们,1
2472, 02 2322 55,1
3657,岔路口,1
2455,军费,1
2704,什,1
3658,管控  ,1
2703,扣血 ,1
2702,周期性,1
2456,子弹 ,1
2701,上限,1
2457,炸弹 ,1
2642, 主动性,1
2460,发电厂 ,1
2698,血条,1
3419,增效,1
2458,民生 ,1
3312,现实,1
3659, 夜晚,1
2695,区域 ,1
2694,小,1
2693,安检棚,1
2459,费用,1
3313, VR ,1
3465,防汛办,1
3461,极值,1
2677,发生地,1
3460,突破,1
3668,频率 ,1
2657,概述,1
2656, DIS    ,1
3410,脚步,1
2469,预警  ,1
2470,春寒,1
2655,大灾,1
3320,动员会,1
2654,心灵 ,1
2653,千家万户 ,1
2652,决断 ,1
3329, 山体,1
3666,国家主席,1
3455,话题,1
3321,现状,1
3328,紧迫性,1
3327, 重要性,1
3322,我区,1
3409,阻击战,1
3326,复杂性,1
2471,三农 ,1
3323,全覆盖 ,1
2648,科室,1
3454,群,1
3453,日益,1
3667,介绍,1
2658,气象厅,1
2659,震前,1
2468,遇难,1
2670,意志 ,1
2676,低温 ,1
2466,引领,1
2675,勇者,1
2645,使命感,1
2646,片区,1
3665,电  ,1
3711,山东人,1
2673,尖刀,1
3411,咽拭子,1
2672,铁拳,1
2671,斗志 ,1
2669,武装,1
2660,阴阳,1
3457,战天斗地,1
2668,火 ,1
2667,冬天,1
2467,视频会,1
3451,网络 ,1
2666,激情 ,1
2665,严寒 战,1
2664,保暖,1
3456,精确,1
2662,阳生 ,1
2661,阴极,1
3458,抗争,1
3713,农耕,1
2452,局面,1
2745,筷子,1
3416,疾,1
2761,柱子,1
2760,大殿,1
2759,寝宫 ,1
2432,作战 ,1
3647,苗木,1
2433,赛跑 ,1
2758,飞霜殿,1
3473,龙卷风,1
3472,雷雨,1
2434,速,1
3415,隔离点,1
2435,变电,1
2757,京师,1
2756,浴 ,1
2755,人群,1
2436,运维,1
2437,测温,1
2438,消缺,1
2753,宣传局,1
2752,警苑,1
3413,样品,1
2750,传真 ,1
2749,电视剧,1
3412,采样 ,1
2748,性感,1
2747,天鹅,1
2762,中空 ,1
2763,温泉水,1
2764,雏形,1
3645,园林,1
2782,物业,1
2425,供水管,1
2781,抢修 ,1
2780,整洁 ,1
2779,汗水,1
2778,勤劳,1
2777,大街小巷 ,1
2426,水量,1
2776,工装,1
2427,冰冻爆,1
2775,冬季 ,1
3476,受伤 ,1
2772,   罗,1
2765,时,1
2771,试验场,1
3299,直辖市,1
3300,调查局,1
3646,养护,1
2769,验收 ,1
2768,结题,1
2428,管 ,1
2429,致敬 ,1
3301, 党,1
3475,许 ,1
2766,取暖,1
2430, 00 41 ,1
2746,腿 ,1
2744,影像 ,1
3418,期 降本,1
2743,连衣裙 ,1
2725,助困,1
2724, 扶危,1
3467,雨情 ,1
3650, 嘎查 ,1
2722,最前沿,1
2449,通讯,1
3651,牧民,1
2721,上路 ,1
2720,休假,1
3303,2017 ,1
3652,投身,1
3304,年鉴,1
3653,防疫线,1
3654, 正,1
2719,主管网,1
2718,建设 ,1
2717,骨干,1
2716,管网,1
2715, 筹资,1
2714,一体化,1
2713,收尾,1
2450,必需品,1
3655,蓝旗,1
2641,典型 ,1
3466,水文局,1
2712,扩容 ,1
3656,处,1
2726, 保,1
2727,通保,1
3302,防线,1
2736,图纸,1
2742,V领,1
3715,眼,1
2741,开幕式,1
2441,景点,1
3471,冰雹 ,1
3470,沿海,1
2442,绝壁,1
2443, 险石,1
2739,影像,1
2738, 演员,1
2444,预约 ,1
2737,获取,1
2735,放热瓶 ,1
3468,会商 ,1
3648,伤 ,1
3469, 意见,1
2732, 国省道,1
2445,路线 ,1
3649,党工委,1
2446,运动鞋 ,1
2731,小分队,1
2447,干粮,1
3714,文明 ,1
2730, 支队,1
2729,配合,1
2728,畅 ,1
3330,受灾害,1
2638,东南部,1
3710,道理,1
3378,副会长,1
3434,皮肤,1
3433,探测器,1
2492,年 ,1
3432,机器人,1
2551,行囊 ,1
3395,小长假,1
2550,背,1
3431,极限,1
2548,新兵团,1
3430,酸碱,1
2547,口令,1
2546,教官,1
2545,方阵,1
3689,多 ,1
2544, 参训,1
3706,县   ,1
2543,训练场,1
3422,掌声,1
3690,强 ,1
3376,短,1
2494,楼,1
3429,深海,1
3705,线   ,1
2542,队列,1
3692,考虑,1
2541,礼仪,1
2540,到来 ,1
3373,写作,1
2552,旗帜 ,1
3435,权威,1
3368,益阳人,1
3362, 刊文,1
2489,洪灾,1
3363,任内,1
