,动词,词频
676,考虑,41
683,接近,40
60,到来,40
474,构建,40
311,转载,40
1417,分为,40
1170,担当,40
1018,降雨,39
926,展开,39
669,沉降,39
670,塌陷,39
835,控制,38
964,突如其来,38
79,解决,38
1435,准备,38
649,出台,38
1051,核定,38
1007,上线,38
340,组建,37
553,编制,37
834,防治,37
450,称 ,37
628,派出,37
1077,播放,37
326,聚焦,36
420,受损,36
645,变得,36
2960,事发,36
542,穿,35
1358,来袭,35
3022,行驶,35
635,诱发,35
2749,困 ,35
383,防,35
959,抗击,35
93,暴露,35
196,伤亡,35
279,纳入,35
200,发放,35
317,树立,34
933,执行,34
312,出于,34
1433,掀起,34
85,检验,34
1027,积累,34
413,表明,34
999,评估,34
740,认定,33
1464,席卷,33
916,有,33
989,属,33
2825,出动,33
388,侵犯,33
1849,受灾,33
762,赶到,33
942,称为,33
459,办,32
614,改变,32
720,提示,32
64,演练,32
663,有利于,32
1807,登陆,32
44,率,32
929,下去,32
707,停止,32
478,意味,32
621,分,32
818,掩埋,32
1157,标注,32
56,配合,31
391,应当,31
521,透露,31
904,摧毁,31
990,获取,31
550,抓好,31
1036,统计,31
1288,拉开,31
713,花,31
608,居住,31
802,领衔,31
1840,确定,31
84,接受,31
1005,通知,31
800,扩散,31
1389,维持,31
966,降到,31
38,必须,31
690,满足,30
1002, 致,30
2026,讲述,30
1733,蔓延,30
796,过境,30
1034, 现,30
348,到位,30
1211,拟,30
566,包含,30
892,融合,30
662,调动,30
534,摄 ,30
1155, 受,30
529,呈现,30
1729,会商,30
385,促进,30
733,讨论,30
979,感受,29
1166,值得,29
298,承担,29
939,占,29
359,感觉,29
334,持,29
195,如,29
1053,作,29
1206,降水,29
297,规定,29
620,设,29
1537,爆料,29
164,规范,29
643,划定,29
2412,接,29
310,监测,29
1851,领导,29
500,想到,29
899,开放,29
601,尽,28
1128,克服,28
689,研发,28
435,立足,28
1548,在于,28
551,汇报,28
702,遇,28
891,呼吁,28
1054,维护,28
347,指示,28
836,报告,27
446,扩大,27
1468,属于,27
804,出演,27
272,筑牢,27
223,调整,27
469,激励,27
191,刮起,27
1218,研判,27
596,游玩,27
3692,传播,27
2731,拟定,27
668,上报,27
996,得知,27
877,告诉,27
189,像,27
1037,感染,27
1748,许 ,27
1004,观看,26
530,波动,26
1285,减弱,26
243,收看,26
765,致使,26
1159,删除,26
265,承办,26
3070,驾驶,26
625,降,26
1,立足于,26
666,加入,26
2919,困,26
139,反映,26
801,杀青 ,26
418,购买,26
1554,站,26
1213,做出,26
242,收听,25
2734,起火,25
1083,生活,25
2720,报警,25
300,证明,25
39,避开,25
1286,下 ,25
1434,摄,25
452,送往,25
613,提及,25
423,收到,25
72,污染,25
218,合作,25
866,上升,25
169,陪同,25
978,牵头,25
405,防止,25
373,配建,24
3095,相撞 ,24
878,距,24
229,运用,24
1749,埋 ,24
431,了,24
952,失控,24
1006,打通,24
393,适应,24
493,服务,24
908,调度,24
1928,讲,24
1842,预报,24
217,投资,24
1135,享受,24
1011,遇到,24
1009,有所,23
352,突出,23
1728,批示,23
42,允许,23
577,买,23
1071,打起,23
49,率队,23
1045,简介,23
284,上班,23
224,播种,23
1741,会同,23
912,下达,23
953,创,23
1260,确认,23
714,给予,23
176,获,23
3515,倒塌 ,23
1723,返贫,23
797,损毁,23
954,流离失所,22
535,询问,22
895,把握,22
682,伴随,22
1214,搬迁,22
1019,考察,22
1025,治水,22
781,带,22
1386, 据,22
688,应急,22
1008,旅游,22
965,力求,22
1124,下来,22
360,预言,22
1739,挂牌,22
1277,返,22
319,走,22
1538,证实,21
540,备好,21
585,冒雨,21
2645,曝光,21
1142,解读,21
1740,赶往,21
1148,爱,21
2399,播出,21
397,学,21
808,备受,21
95,治理,21
447,名叫,21
1244,耐,21
1466,记录,21
993, 定于,21
2909,遇难,21
898,查清,21
50,履行,21
1320,觉得,20
386,相关,20
80,关心,20
684,下起,20
2138,表现,20
1126,行,20
448,丧生,20
456,讲解,20
219,生产,20
190,守护,20
1409,冒,20
960,表彰,20
703,警告,20
739,分管,20
444,切断,20
1704,担任,20
1690,停,20
724,倾倒,20
1063,听,20
1070,批准,20
1703,指挥,20
1193,留下,20
382,叠加,19
660,设计,19
301,足以,19
209,感,19
438,做实,19
427,缺,19
1050,采访,19
2987,喷出,19
1088,畏,19
547,采用,19
2179,听到,19
888,创新,19
1048,回答,19
1439,巡查,19
1168,中标,19
2795,阻止,19
138,破坏,19
798,重建,19
1145,放映,19
932,找到,19
1664,更新,19
2097,说起,19
627,请求,19
967,送到,19
514,予以,19
631,转移 ,18
633,增多,18
983,落实习,18
1547,损失,18
546,见到,18
957,降临,18
889,贯通,18
2732,调派,18
2314,搜救,18
4754,震,18
1010,外出,18
575,拿,18
1553,地勘,18
1727,健全,18
439,拯救,18
273,选取,18
809,占领,18
436, 于,18
2709,扑救,18
428, 到,18
424,明白,18
1514,驻,18
1281,创下,18
948,引领,17
1021,开闸,17
1149,知,17
1043,全力以赴,17
1552,制作,17
1094,探讨,17
1049,定于,17
2730,安装,17
2736,疏散,17
830,通过,17
2948,往,17
117,释放,17
154,愿,17
78,整改,17
851,走访,17
675,建造,17
101,变成,17
77,督促,17
179,犯,17
480,欢迎,17
1262,开启,17
197,有关,17
1991,超,17
1356,临近,17
1336,付出,17
1546,制造,17
2010,邀,17
525,在线,17
183,举报,17
482,分成,17
1207,承认,17
623,构成,17
565, 见,17
1291,抓住,16
421,加剧,16
2617,过去,16
1109,叫,16
998,得益于,16
1303,抗,16
569,开采,16
2819,刷到,16
893, 省,16
2758,面授,16
859,出去,16
451,烧伤,16
426,意识,16
853,预警,16
545,留意,16
538,编辑,16
1020,探访,16
1023,特有,16
1067,反对,16
94,整治,16
526,奔赴,16
481,创造,16
1509,待,16
1810,领会,16
499,说道,16
1802, 减轻,16
775,使得,16
380,提前,16
1583,算是,16
156,查,16
7,落,16
951,列举,16
2815,发 ,16
1975,相当于,16
171,带队,16
2809,救治,16
2766,燃烧,16
962,激发,16
21,设立,16
656,开发,16
2903,救援,15
2770,抢救,15
422,征求,15
165,改善,15
1963,发起,15
1133,离开,15
651,涉嫌,15
910,波及,15
963,投身,15
632,爬,15
961,弘扬,15
527,起 ,15
1076,点击,15
2846,治,15
193,停 ,15
1014,阐述,15
172,督导,15
811,丰收,15
742,答,15
1022,蓄洪,15
745,遭,15
3088,撞,15
1024,移山,15
1217, 对,15
599,跑,15
2757,针对,15
1456,位,15
1364,堆积,15
1543,悬,15
59,为期,15
1746,暴发,15
712,记载,15
381,加之,15
1717,接报,15
2149,喜欢,15
2818,毁坏,15
152,敢,15
145,履职,15
603,倒,15
1243,记得,15
1613,延长,15
1742,抵达,15
685,回升,15
1913,为什么,15
2823,沉没,15
810,值爆,14
1252,得,14
958,苦不堪言 ,14
807,开机,14
1232,出行,14
799,估量,14
4799,养,14
955,投保,14
2489,袭 ,14
2455,升级,14
2844,回到,14
1848,受阻,14
1425,袭击,14
398,对照,14
313,担心,14
1348,冲,14
65,集结,14
2260,互动,14
2820,气愤,14
2821,发泄,14
1044,抢险,14
2822,气大伤身 ,14
358,读懂,14
1300,坚守,14
994,奠定,14
285,下载,14
2812,审视,14
75,危害,14
968,抚慰,14
2030,到场,14
1427,走向,14
429,种,14
430,活,14
432,制订,14
276,扛起,14
2863,减产,14
2866, 自,14
1656,触发,14
1042,应对 ,14
1150,盛行,14
572,升高,14
2719,调集,14
124,方便,14
1545,天马行空,14
532,致电,14
543,脱,14
604,逢,14
1532,返回,14
2588,竭尽,14
558,协调,14
1158,更正,14
2653,疑似,14
1139,供图,14
1541,想想,14
664, 防范,14
738,上 ,14
1542,炸毁,14
1550,学会,14
700,创建,14
776,指引,14
227,点,14
574,干,14
517,忽视,14
1855,偏轻,13
375,下称,13
1012,对待,13
1354,迎,13
1162,用心,13
1436,温暖如春,13
441,度,13
82,上传,13
844,经,13
1013,管,13
1544,移开,13
779,放置,13
1209,收场,13
1208,出面,13
1003,观摩,13
554,动员,13
711, 在,13
858,适合,13
896,把,13
1183,名为,13
2826,救出,13
1001,约合,13
1651,画,13
864,呈,13
894,促,13
995,提要,13
1292,警觉,13
1628,称之为,13
997,预报 ,13
1932,引燃,13
361,走到,13
1160,谢谢,13
1057,亟待,13
1830,打破,13
1156,预知,13
3429,活动,13
20,启用,13
2016,推出,13
99,碰到,13
1722, 习,13
1721,护理,13
1154,食,13
1153,易,13
188,藏,13
1549, 勿忘,13
1152,存 ,13
1366,进,13
41,避险,13
1017, 至,13
3019, 称,13
536,遂行,13
533,抽查,13
673,重于,13
1282,相伴,13
1661,取消,13
2152,按住,12
363,得 ,12
1736,夺,12
680,层出不穷 ,12
1118,阅读,12
600, 接,12
337,拒绝,12
701, 去,12
1551,编写,12
2816,加密,12
2817,不以为然,12
949,遏制,12
594,警惕,12
1181,欠,12
36,遵循,12
2784,烧,12
362, 天得 ,12
1163,用情,12
607,挖,12
1164,堵点,12
905,停电,12
364, 神得,12
1462,降温,12
2813, 怪,12
1161, 砰,12
672,预估,12
2814,谷雨,12
2671,事关,12
598,受访,12
506,高发,12
2979,撞上,12
2847,破解,12
1865,战胜,12
539,不定,12
1212,表扬,12
246,防控,12
1816,恶化,12
524,改造,12
2867,偏高,12
1287,标志,12
823,熟悉,12
817,经过,12
531,起伏,12
1066,夺走,12
1279,宣告,12
96,迎接,12
2745,回溯,12
1276,答复,12
806,献映,12
443,统计 ,12
805,天崩地裂,12
440,点起,12
544,脱 ,12
1103,统一,12
1587,怎样,12
1531,排除,12
2841,发誓,12
1465,跟随,12
2622,专访,12
1079,涵盖,12
3156,充,12
1216,消,12
2578,着眼于,12
1215,搬迁点,12
868,违反,12
1267,失去,11
2577,现代化,11
2109,说 ,11
2579,寓意,11
2746,致力于,11
1144,感谢,11
2052,犹如,11
1724,致贫,11
1137,放松,11
1039,远离,11
1219,加上,11
1140, 发,11
2113,发文,11
2623,入汛,11
1283, 谨防,11
1278,耕作,11
1064,落入,11
1893, 以,11
1331,从事,11
1290,购票,11
2728,冒出,11
1082,援引,11
1167,下属,11
2153,移动,11
1131,忘记,11
1730,减,11
1074,万无一失,11
1477,关闭,11
1592,寻找,11
1854,废止,11
1743,退 ,11
1791,展现,11
1289,销售,11
2760,偏,11
2761,得当 ,11
1284,东移,11
1315,送,11
1065,装满,11
1977,上演,11
1637,点燃,11
286,识灾,11
192,坠入,11
2862,利于,11
630,打印,11
618,分裂 ,11
616,喘息,11
612,剜 ,11
611,刻有,11
184,打击,11
610,坐像,11
606, 流泪,11
2837,稳定,11
605,闭眼,11
3092,为准,11
2839, 就,11
4498,喷,11
160,清理,11
2842,分开,11
584,须,11
3232,熟知,11
752,收集,11
292,倾听,11
2864,必不可少,11
907,蒙受,11
208,搜,11
215,串通,11
5406,妨害,11
212,入股,11
6,转尽转 ,11
696,转变,11
495, 经,11
693,经济化,11
194, 清,11
691,科学化,11
692, 合理化,11
2933,估计,11
777,接种,11
512,查处,11
356,造福,11
923,回应,11
367,提早,11
207,崩解,11
293,宣读,11
1052,清醒,10
783,思考,10
573,开春,10
578,轰蒙,10
126,挑战,10
580,诱杀,10
581,着调 ,10
4611,着陆,10
1075,盯紧,10
1172, 摸,10
1171,构筑,10
706,摇晃,10
705,躲到,10
699,吹响,10
694,亟须,10
151,突破,10
1138,推演,10
1744,堆满,10
3075,路过,10
2729,入网,10
646,修建,10
1146,丰富,10
634,修路,10
1080,参,10
1078,参会,10
1539,持平 ,10
1073,发期,10
1169,计,10
582,敬仰,10
1069,审查,10
1068,公告,10
1586,冲走,10
1540,偏多 ,10
2921,解除,10
1112,当,10
2362,跌,10
2861,封冻,10
2860,偏多  ,10
1812,回复,10
3234,惊悉,10
1814,查询,10
2845,抗拒,10
2843,家 ,10
1295,展示,10
1824,描述,10
2290,失,10
1015,派员,10
1850,评价,10
1352, 用,10
2759,改编自,10
1645,看 ,10
1380,严惩,10
972,存放,10
3419,下令,10
2019,算,10
1987,梳理,10
2865,缴,10
2840,互认,10
1110,死于,10
2533,穿上,10
3184,普降,10
1016,出资,10
1705,存,10
1808,垂直,10
1274,睡觉,10
3228,量 ,10
3227,杜绝,10
2883,执,10
2702,着火,9
2673,布设,9
1379,立地,9
1793,作战,9
1381,延缓,9
1136, 等,9
1986,具,9
1134,找,9
1245,感应,9
1411,评论,9
1382,发频,9
1143,与会,9
2049,深化,9
2677,当成,9
1790,拍,9
2520,消灭,9
2696,逃生,9
1378,喷播,9
2670,入选,9
2492,相比 ,9
4352,居,9
571,愈演愈烈,9
570,求上,9
1813,出版,9
1191,抢,9
471,变,9
2580,难得一见,9
3268,失败,9
1223,诞生,9
1809,正值,9
3603,看来,9
1843,息息相关,9
1846,好,9
2299, 给,9
2420,饰演,9
2247,不容小觑,9
2201,还原,9
638,增长,9
1805,放过,9
1757,想要,9
1939,想象,9
1081,减缓,9
2838,出名,9
1731,成长,9
1581,对不起,9
1663,提到,9
1659,期待,9
1582, 晃荡,9
2765,传出,9
880,不胜枚举,9
826,用来,9
902,筹划,9
903,亏空 ,9
906,停暖,9
1584,碰,9
909,防患于未然,9
1589,打扫,9
1061,前所未有,9
1038,面向,9
977,培育,9
1031,相处 ,9
1029,尊重,9
710,哗然  ,9
715,绷紧,9
1811,来信,8
2989,砸,8
1268,出生,8
1030,顺应,8
1528,注重,8
882,营造,8
1852,发给,8
1853,批准 ,8
3091,身亡,8
2621,严阵,8
502,以为,8
1806,错过,8
1182,死,8
4804,流行,8
249,工作,8
2170,开播,8
1803,次生,8
1847,防灾,8
2898,治疗,8
2506,赢得,8
1113,给出,8
3822,发射,8
3229,见于,8
3230,蔽,8
3231,相食,8
3233,俗称,8
791,打响,8
820,归,8
2385,报,8
505,低于,8
2310,生,8
922,施行,8
5359,抗旱,8
2936,封锁,8
3817,笼罩,8
2349,下跌,8
1671,严阵以待,8
548,缓解,8
180,判处,8
3127,传来,8
1355,落下,8
1590,回家,8
728,解释,8
3044,靠,8
354,践行,8
3083,看出,8
641,任,8
642,探索,8
2101,害怕,8
722,提起,8
3538,坍塌,8
1918,强 ,8
1399,体验,8
1095,值,8
1924,显得,8
3420,炸开,8
2674,刻制,8
2675,从医,8
2676,恪守,8
1101,等待,8
2790,来源于,8
1738,函复,8
1426,走出,8
1429,上市,8
930,反馈,8
1804,摆到,8
588,置之不理,8
586,披上,8
590,同情,8
1894,容,8
592,欺骗,8
2135,叫做,8
593,洗脑 ,8
589,博爱,8
924,刊发,8
2143,逼近,8
4212,冲毁,8
1513,看望,7
2406,冲破,7
486,    ,7
3424,预期,7
1412,延伸,7
1897,多于,7
2172,挑起,7
1319,抱,7
2789,灭火,7
3425,崩塌,7
2792,灭,7
3426,活埋,7
3427,冲翻,7
3188,观察,7
1518,亮相,7
3428,    点,7
2905,完毕,7
1028,愚公移山,7
3517,砸中,7
1695,度过,7
89,喝,7
3423,假设,7
3422,架设,7
3591,纪念,7
2763,接警,7
1845,共存,7
1844,注定,7
1377,通行,7
1457,躺,7
1841,补助,7
296, 由,7
2836,携带,7
1898,偏重 ,7
410,感到,7
3556,救,7
2383,飙升,7
1330,高于,7
2098,听说,7
846,含有,7
267,涉,7
102,顾,7
1612,颁布,7
2751,有待,7
1879,整理,7
2375,能否,7
1735,抗灾,7
2610,出发,7
1758,前行,7
736,审理,7
1227,顶,7
3050,肯定,7
5461,修改,7
3704,强迫,7
3706,自查,7
1040,尽责 ,7
2923,多发,7
557,实行,7
2586,供,7
3122,共享,7
3705,抗力,7
1205,生长,7
3041,批复,7
1084, 冒,7
3710,想 ,7
3028,制约,7
3027,趋重,7
3026,趋多,7
3707,纵向,7
177,宣判,7
3709, 付,7
3054,衍生,7
3708,坚持不懈,7
1737,导向,7
2717,掉,7
2727,报料,7
1578,争取,7
1060,列入,7
3669,及,7
3001,送医,7
3161,过来,7
1785,撤出,7
3008,评,6
2132,得以,6
3319,丧失,6
2634,高达,6
1560,表达,6
3305,出售,6
1888,开花,6
2124,如此,6
2161,冲上,6
2672, 温和 ,6
3009,发育,6
3010,评议,6
1175,阻碍,6
2669,撞击,6
2667,震惊,6
3885,逃离,6
4349,接触,6
2158,赚,6
1561,派,6
1521,加,6
3046,揭牌,6
2123,拿到,6
1747,陡涨,6
1734,树牢,6
144,管理,6
1116,惧,6
1959,玩,6
1971,倒地,6
2708,烧毁,6
1732,为零 ,6
2006,想起,6
1413,清除,6
1579,辖,6
3057,击中,6
3421,背井离乡 ,6
1440,停靠,6
1626,转自,6
719,所在,6
2810,出院,6
1446,符合,6
2062,谓,6
153,查 ,6
2069,愿意,6
5082,提防,6
1093,努力,6
1745,下拨,6
2200,延续,6
2110,起飞,6
3178,配备,6
1882,逼,6
3190,拦截,6
4847,小于,6
786,开庭,6
1273,综合,6
2971,冲天,6
2326,充满,6
4127,回,6
1238,提问,6
519,运行,6
2834,侦查,6
1726,因地制宜,6
3193,开车,6
2940,揪心,6
2927,吞噬,6
2973,燃起,6
1500,圈定,6
1698,越过,6
2531,起到,6
1298,经受,6
5421,传染,6
2916,痛心,6
2544,首播,6
857,判断,6
2922,凝冻,6
419,等于,6
2558,支撑,6
2407,清楚,6
3100,行至,6
239,扔,6
266,鼓励,6
4793,有感,6
4932,喷洒,6
1872,拿出,6
1525,理解,6
3172,拍下,6
2241,告急,6
1338,战斗,6
3577,升至,6
1479,侵袭,6
2463,说到,6
3834,放到,6
4890,抖,6
4703,合格,6
1797,留言,6
4190,困扰,6
163,放,6
1933,授权,6
305,丢弃,5
3993,进去,5
236,流传,5
3917,投放,5
3644,淹没,5
3512,靠近,5
1692,阻挡,5
1929,装备,5
4009,拼,5
1801,恳请,5
1441,停车,5
161,越冬,5
1922,流动,5
1921,崩塌 ,5
1887,合,5
1891,定位,5
4199,避让,5
1892, 旨,5
3575,种植,5
1476,变暖,5
127,执法,5
1752,达成,5
1484,奋战,5
4181,谨防,5
175,督办,5
4090,谈,5
3725,撤军,5
1895,低估,5
1492,距离,5
3594,埋,5
1625,定格,5
1834,停下,5
1750, 履责,5
1501,决策,5
4109,包围,5
1917,评选,5
1506,遵守,5
1447,离,5
1677,躲避,5
1909,进出,5
2390,回归,5
3162,堪,5
4559,满载,5
4819,地震,5
3200,坠落,5
3209,冲进,5
3223,开学,5
458,介入,5
1092,欣赏,5
417,触目惊心,5
416,不利于,5
2393,卷入,5
947,优化,5
3032,历经,5
3012,对抗,5
2335,输,5
3011,动 ,5
406,关系,5
2280,暂停,5
1328,参赛,5
3286,走上,5
3298,大于,5
1265,带给,5
2430,暴涨,5
2431,涨,5
1228,保,5
3103,飞,5
1196,行 ,5
518,排,5
4469,迫使,5
2640,照亮,5
4669,聚集,5
2560,担忧,5
3082,压,5
3067,许,5
2446,诠释,5
655,应用,5
1239,出门,5
659,变化,5
4764,多灾并发,5
2687,通,5
2481,碰撞,5
1111,剩下,5
2703,停放,5
2249,搬进,5
2592,号称,5
2120,暴跌,5
355,带动,5
350,反,5
918,设定,5
827,改革,5
2877,提,5
345,习,5
2058,转化,5
2829,拆除,5
2893,试图,5
1394,牵动,5
874,流入,5
1374,骤降,5
2906,灼伤,5
2111,飞往,5
353,核实,5
919,保存,5
3397,冲击,5
2808,搜寻,5
976,推行,5
1946,浮出,5
1347,拉,5
2774,依赖,5
1985,转型,5
1635,出手,5
2195,掀,5
2029,吸引,5
3077,计算,4
1662,放弃,4
3882,搭建,4
2804,焚烧,4
2700,浓烟滚滚 ,4
3090,狼藉,4
2627,完,4
1642,杀,4
2625,减速,4
4651,逃过,4
2682,协助,4
2637,联想,4
3059,不容忽视,4
2753,致敬,4
3085,低头,4
4484,接收,4
2706,惊醒,4
4015,输送,4
2827,核查,4
2894,造,4
1708,施工,4
2951,侧翻,4
4568,爆炸 ,4
4038,震撼,4
3791,妄图,4
3847,走 ,4
2954,围观,4
3780,牺牲,4
4533,升起,4
3007,回忆,4
2608,拼搏,4
4067,归还,4
2735,忽略,4
3744,打仗,4
3992,填,4
1693,前进,4
3013,在一起,4
3014,相伴而生,4
3015,干涸,4
3033,入住,4
3049,到位 ,4
4584,销毁,4
2857,筹备,4
2853,披露,4
1666,身穿,4
2726,注明,4
3055,历难,4
3056,赠发,4
3775,反抗,4
3477,类似于,4
2597, 占,4
2243,加码,4
3313,援助,4
2183,开幕,4
2184,振兴,4
2187,看完,4
2189,质疑,4
2194,欲,4
2240,停产,4
3301,转嫁,4
2301,搭载,4
2248,荣耀,4
1860,写,4
2250,比,4
2268,纵观,4
2270,占据,4
4891,激动,4
2292,收获,4
3320,失衡,4
3339,宣称,4
3380,得出,4
2146,消失,4
3457,断,4
3518,倒下,4
3431,始于,4
3519,砸坏,4
2024,上映,4
1926,大 ,4
2037,散发,4
2051,爆表,4
2087,目睹,4
3384,多 ,4
3381,寻求,4
1906,坐,4
1904,发热,4
1896,赞同,4
2126,怎么样,4
4380,超警,4
3270,网传,4
3107,载有,4
3688,停工,4
4761,迈入,4
1792,上路,4
3494,留,4
4759,落地,4
2513,似,4
2526,跌 ,4
2543,等,4
2546,骑,4
2316,晃动,4
3695,道 ,4
3150,撞 ,4
3140,驾车,4
3128,变形,4
3118,散落,4
3117,掉落,4
3109,惊现,4
3169,捐赠,4
2460,遗憾,4
4443,杀死,4
2453,奉献,4
2322,挖掘,4
2334,长大,4
2343,发行,4
2357,招,4
1832,铺天盖地,4
2377,抑制,4
3269,弹出,4
3619,增大,4
4160,报送,4
3622,抢通,4
4159,简化,4
3625,怎么办,4
4147,誉为,4
2421,含,4
2450,增减,4
2897,住院,4
3937,击沉,4
1121,享,4
1059,具备,4
718, 同,4
134,怀疑,4
657,检测,4
985,看待,4
259,打赢,4
1593,陪伴,4
1322,追,4
1596,抢修,4
262,替代,4
507,脱离,4
1304,融化,4
504,检出,4
473,减 ,4
1607, 使,4
455,入户,4
105,谴责,4
1609,前来,4
1308,挂,4
5342,干旱,4
1190,堵塞,4
256,改,4
936,引导,4
1558,降至,4
1517,研制,4
1353,见证,4
787,赔偿,4
1344,凝聚,4
231,有没有,4
1343,锤炼,4
794,修复,4
758,判决,4
1362,汇入,4
737,处,4
731,生存,4
729,伤害,4
849, 除,4
852,罚,4
855,罚款,4
856,储存,4
726,道歉,4
136,炸,4
875,言,4
135,卖,4
415,搭配,4
1349,赢,4
1452,据了解,4
320,补齐,4
1222,怕,4
308,力争,4
1270,上涨,4
339,依托,4
1237,戴,4
1221,巡逻,4
3278,吃掉,3
3343,贬值,3
2137,知情,3
3047,冻害,3
3353,崩溃,3
3048,旱   ,3
4340,适宜,3
3051,有别于,3
3053, 未雨绸缪,3
3052,着眼 ,3
3365,敦促,3
389,禁,3
1962,建党,3
2127,落幕,3
661,包裹,3
3334,酝酿,3
3332,放水,3
4975,栽种,3
650,找准,3
4355,延期,3
3364,复苏,3
346,视察,3
3375,重创,3
3383,回来,3
2959,明 ,3
4949,膨大,3
324,期望,3
325, 开,3
4951,捕食,3
2966,浓烟滚滚,3
335,查找,3
2171,干涉,3
2167,行进,3
1449,相约,3
2988,通往,3
2163,迫不及待,3
3000,赶来,3
1919,讲 ,3
5465,侵入,3
1920,抗争,3
3416,持有,3
3025,现,3
4304,下雨,3
343,投诉,3
5478,收治,3
2117,揭露,3
4476,订购,3
3086, 躺,3
4406,袭,3
5011,选用,3
4436,身临其境,3
2050,征集,3
3203,方向,3
3206,砸断,3
3207,走接,3
4420,售卖,3
3304,预示,3
5043,患上,3
1992,云集,3
4405,变 ,3
3171, 下,3
2028,试,3
3291,翻,3
4399,赔,3
2021,打出,3
403,牢记,3
2020,出场,3
1406,献,3
2000,放大,3
4392,超标,3
