,动词,词频
565,衰长,1
558,搭配,1
559,类似,1
560,帮,1
561,赶走,1
562,春化,1
563,冻伤,1
564,开裂,1
566,慢 ,1
582,喷播,1
568,盛产,1
569,含有,1
571, 蠢蠢欲动,1
572, 采,1
575,请求,1
577,增多,1
580,修路,1
556,困扰,1
555,数字,1
554,省力,1
553,省,1
535,选好,1
536,熟悉,1
537,买,1
538,损失,1
540,主导,1
541,联防,1
542,联控,1
543,群防群,1
544,宣传,1
545,动员,1
547,放到,1
549,没完没了,1
550,发觉,1
551,赋能,1
552,换,1
581,诱发,1
584,立地,1
395, 靠,1
630,爬满,1
621,养花,1
622,必选,1
623,服务,1
624,位于,1
625,受阻,1
628,打盹,1
629,种,1
631,流行,1
585,抗,1
632,愿意,1
633,花,1
634,查询,1
635,选,1
636,择,1
637,犹豫不决,1
638,清楚,1
620,栽 ,1
619,盆栽,1
617,开花 ,1
616,属于,1
586,适应,1
587,满足,1
588,提出,1
591,严惩,1
592,延缓,1
594,发频,1
604,预估,1
605,重于,1
606,造福,1
607,建造,1
608,层出不穷 ,1
610,伴随,1
612,转,1
613,预,1
614,夺,1
534,插 ,1
533,剪完,1
532,摘去,1
440,改编自,1
428,担当,1
429,预警,1
431,临近,1
432,巡查,1
433,到位,1
435,邀,1
436,充,1
441,简介,1
531,截成,1
442,接到,1
443,报警,1
445,掌握,1
449,偏,1
450,处置,1
451,得当 ,1
452,突发,1
427,经历,1
426,为什么,1
421,上线,1
419,引领,1
397,来袭 ,1
399,讲讲,1
400,压低,1
403,促进,1
404,懈怠,1
405,入 ,1
408,拖,1
409,听说,1
410,贪吃,1
411,撑死,1
413, 过,1
415,收听,1
416,收看,1
417,主办,1
418,承办,1
453,安置,1
454,改造,1
455,在线,1
508,说到,1
512,缠上,1
513,吸取,1
514,害,1
515,卷缩 ,1
516,卷成,1
517,悬挂,1
519,位列,1
520,抑制,1
521,剪出,1
522,钉,1
523,爬,1
525,拿,1
526,栽,1
527,下去,1
530, 选,1
510,反馈,1
507,过去,1
456,奔赴,1
506,深入人心,1
457,起 ,1
460,起伏,1
462,率队,1
463,对照,1
464,抽查,1
466,询问,1
467,遂行,1
468,检验,1
470,编辑,1
471,不定,1
476,脱 ,1
477,留意,1
478,碰到,1
480,见到,1
504,讲解,1
950,濒临,1
