,动词,词频
660,互动,1
662,探讨,1
663, 怪,1
664,过,1
665,谷雨,1
666,温暖如春,1
667,发 ,1
668,竭尽,1
669,上报,1
670,加密,1
671,打起,1
672,说起,1
673,不以为然,1
674,提及,1
676,毁坏,1
686,中标,1
687,派出,1
653,记载,1
651, 在,1
649,哗然  ,1
634, 合理化,1
622,戴,1
623,携带,1
624,密集,1
625,密闭,1
630,应急,1
631,研发,1
632,满足,1
633,科学化,1
635,经济化,1
646,摇晃,1
636,亟须,1
638,投入,1
640,吹响,1
641,创建,1
642, 去,1
643,遇,1
644,警告,1
645,躲到,1
688,执,1
690,下令,1
691,炸开,1
739,丰收,1
727,重建,1
728,估量,1
733,天崩地裂,1
734,献映,1
735,开机,1
736,备受,1
737,占领,1
738,值爆,1
742,杜绝,1
723,涉及,1
743,打好,1
744,量 ,1
745,见于,1
747,蔽,1
748,相食,1
749,不胜枚举,1
750,位,1
751,恶化,1
725,倾倒,1
720,阐明,1
692,背井离乡 ,1
704,活埋,1
693,架设,1
694,收集,1
696,用来,1
697,假设,1
698,预期,1
700,滑坡,1
701,崩塌,1
703,睡觉,1
706,席卷,1
719,打算,1
708,犹如,1
709,冲翻,1
710,    点,1
711,活动,1
712,站,1
713,协调,1
716,整理,1
718,感 ,1
619,交道,1
617,分配,1
615,消失,1
530,出来,1
522,开采,1
523,破坏,1
524,求上,1
525,愈演愈烈,1
526,升高,1
527,开春,1
528,干,1
529,拿,1
531,买,1
519,指引,1
532,轰蒙,1
534,诱杀,1
535,着调 ,1
536,敬仰,1
539,须,1
540,冒雨,1
541,披上,1
543,置之不理,1
520, 见,1
518,说道,1
545,同情,1
503,东移,1
487,碰到,1
488,见到,1
493,耕作,1
494,居住,1
495,宣告,1
500,创下,1
501,相伴,1
502, 谨防,1
505,下 ,1
2, 温登平 ,1
506,标志,1
507,拉开,1
509,诱发,1
510,销售,1
511,方便,1
512,购票,1
514,抓住,1
516,警觉,1
544,博爱,1
547,欺骗,1
613,发力,1
590,骄傲,1
580,治 ,1
582,落后于,1
584,做客,1
585,揭牌,1
586,签署,1
587,建,1
588,想,1
589,泼,1
592,找到,1
578, 养成,1
594,为期,1
599,有,1
604,登记,1
605,变,1
606,滋生,1
608,多于,1
610,多措,1
611,举 ,1
579,控,1
577,讲解,1
548,洗脑 ,1
562,责编,1
549,警惕,1
551,游玩,1
552,解释,1
553,设定,1
558,审理,1
559,分为,1
560,除 ,1
561,松懈,1
563,联系,1
576,做起,1
564,更正,1
566,伊始,1
567,逢,1
569,有利于,1
570,呆,1
572,不利于,1
573,防疫,1
574,见微知著,1
1107,禁,1
