,动词,词频
637,配建,1
293,耳闻,1
290,提起,1
640,改造,1
641,在线,1
642,奔赴,1
644,起 ,1
283,附送,1
647,起伏,1
649,检查,1
599,为什么,1
282,取消,1
277,引爆,1
652,抽查,1
654,询问,1
655,遂行,1
656,检验,1
658,编辑,1
659,不定,1
274,称霸,1
273,替代,1
662,脱,1
633,处置,1
632,偏,1
295,深得,1
296,追捧,1
322,享,1
321,纷飞,1
316,骤降,1
315,播映,1
606,担当,1
314,预告,1
313,动画化,1
312,争论 ,1
610,临近,1
311,引来,1
612,巡查,1
614,领导,1
615,到位,1
616,充,1
309,捡到,1
618,针对,1
619,面授,1
620,改编自,1
308, 剃须 ,1
307,恋爱,1
303,暴晒 ,1
301,任重道远  ,1
299,开盘,1
360,时隔,1
539,多 ,1
538,悬挂,1
462,感,1
399,防止,1
451, 危险 ,1
452,蔓延,1
453,供图,1
398,端 ,1
455,整合,1
396,笑,1
458,联想,1
459,传播,1
460,袭来,1
461,尝试,1
395,回眸,1
537,坠落,1
394,期待,1
465,靠近,1
466,宣称,1
389,分手,1
469,开阖,1
470,笑语,1
471,展示,1
472,依托,1
473,驻训,1
475,锤炼,1
476,打仗,1
402,荡起,1
403,变拖,1
446,散去,1
445,创建,1
415,跑  ,1
410,挺进,1
409, 全,1
424,惹,1
425,说到,1
426,想起,1
427,记得,1
428,蹿火,1
429,闹,1
408,启,1
431,安放,1
432, 给,1
407,现,1
434,震荡,1
435,生,1
406,露,1
437,抱有,1
438,涨超,1
439,跌超,1
440,市值化,1
441,涨 ,1
442,跌 ,1
404,开战 ,1
386,相约 ,1
478,必须,1
479,具备,1
369,UP,1
368,距离,1
512,摇,1
513,摇 ,1
515,遗憾,1
516,站,1
517,估估,1
518,十足,1
519,主打,1
520,打平,1
521,记录,1
522,断电,1
524,飙高,1
525,堪,1
526,下令,1
527,热到,1
365,找上门 ,1
529,似,1
530,热浪,1
531,奋战,1
532,勇夺,1
533,铺排,1
364,伤人,1
363,放炮 ,1
510,坐满,1
508, 顶,1
385,齐聚,1
507,骑,1
481,摒弃,1
482, 危不施训,1
483,练兵 ,1
383,出让,1
485,描述,1
487,一脸懵 ,1
381,批准,1
380,拍价,1
378, 至于,1
376,说说,1
493,明显,1
494,知道,1
495,体验服,1
496,探索,1
497,复制,1
375,对比,1
499,进修,1
374,入手,1
373,成功,1
372,有余,1
504,史无前例,1
370,开放 ,1
506,身穿,1
663,脱 ,1
665,碰到,1
897,背 ,1
828,算了,1
817,离家,1
818,打拼 ,1
819,感慨道,1
820,带给,1
821,停下,1
822, 去,1
823,汹涌 ,1
824,找准,1
825,所在,1
826,流,1
827,显得,1
829, 炙烤,1
842,想到,1
188,查看,1
187,返回,1
832,基于,1
186,补水,1
834,高涨,1
835,上岸,1
836,改革,1
837,升至,1
185,害怕,1
839, 晴,1
840,暴击,1
816,振兴,1
814,亟须,1
813,经济化,1
812, 合理化,1
787,延缓,1
788,修订,1
210,打,1
790,发频,1
209,定,1
206,收官,1
793, 防范,1
204,藏,1
203,爱,1
202,洞悉,1
201,折射,1
200,点映,1
198,打通 ,1
197,切入,1
196,主创,1
804,造福,1
805,建造,1
806,层出不穷 ,1
807,伴随,1
193,播放,1
809,应急,1
192,嗨翻,1
811,科学化,1
841,作业,1
843,息,1
272,闯关,1
179,撑开,1
872,不以为然,1
873,毁坏,1
874,气愤,1
875,发泄,1
876,气大伤身 ,1
417,赶,1
878,沉没,1
879,中标,1
880,执,1
881,高 ,1
882,退,1
884,名为,1
844,用来,1
178,下雨,1
886,到货,1
173,闯入,1
889,反映,1
890,奔涌,1
891,初升,1
892,驻守,1
893, 酷热难耐,1
894, 身,1
895,裹,1
896,湿透,1
871,表现,1
870,打起,1
180,播撒,1
868,加密,1
845,挡风,1
184,关上,1
847,配,1
848,纳凉,1
849,趴,1
850, 躲避,1
851,灼灼,1
852,介,1
183,扑面,1
854,犯,1
182,风 ,1
856,带领,1
857,调查,1
858,审视,1
859,互动,1
860,探讨,1
861,袭 ,1
862, 怪,1
863,谷雨,1
864,温暖如春,1
181,躲,1
866,竭尽,1
867,夯实,1
786,严惩,1
211,出街,1
212,拾,1
242,造,1
251, 邀,1
696,诱杀,1
697,着调 ,1
698,敬仰,1
699,拍摄,1
700,须,1
701,看来,1
250,引导,1
248,感染,1
243,卖,1
705,如火如荼 ,1
240, 高开低,1
215,致死,1
709,免税,1
710,装备,1
711,验下,1
712,亟待,1
713,加码,1
714,走出,1
715,消毒 ,1
716,浸透,1
717, 摄,1
239,站稳,1
721,多云,1
694,轰蒙,1
693,买,1
692,干,1
254,遗过,1
667,答复,1
271,涌现,1
270,加上,1
670,耕作,1
268,踏上,1
672,宣告,1
267,迈入,1
266,走过,1
265,来源于,1
262,湖泊,1
260,说 ,1
678,警觉,1
679,说道,1
680,指引,1
259,侵袭,1
682, 见,1
684,开采,1
685,破坏,1
686,求上,1
687,愈演愈烈,1
255,进,1
689,播种,1
690,开春,1
235,暴跌,1
723,烤熟,1
724,休,1
754,逢,1
756, 流泪,1
757,挖,1
758,坐像,1
759,刻有,1
760,剜 ,1
223,点过,1
763,给,1
764,喘息,1
765,分裂 ,1
222,突破 ,1
220,重现,1
219,能否,1
770,降,1
218,夺,1
772,请求,1
774,打印,1
775,转移 ,1
776,爬,1
777,喷播,1
778,立地,1
216,限制,1
780,抗,1
781,适应,1
755,闭眼,1
753,倒,1
725,按捺,1
752,尽,1
726,搞事,1
727,省,1
232,投资,1
730,拽回,1
731,捕捉,1
733,燃放,1
734,说唱,1
735,DP,1
736,热榜,1
737,如上,1
738,揪心,1
739,    ,1
229,开花,1
226,看待,1
743, 突,1
744,围 ,1
745,温风,1
746,因循,1
747,普降,1
225,上佳,1
749,受访,1
750,跑,1
751, 接,1
1336,入侵,1
