,动词,词频
228,选择,4
646,拉开,4
725,满足,4
48,检查,4
726,达到,4
644,下 ,4
351,准备,4
1077,拍,4
878,失败,4
422,介绍,4
238,完善,4
345,占领,4
597,走向,4
423,妄图,4
314,变得,4
71,意味,4
68,排查,4
290,喜欢,4
300,名叫,4
980,增加,4
964,得益于,4
961,有,4
953,属,4
63,预防,4
688,降低,4
60,到来,4
513,扩大,4
937,问,4
1056,出动,4
932,使得,4
921,主演,4
515,受伤,4
660,预测,4
324,展开,4
636,防御,4
1068,填,4
1069,进去,4
326,看来,4
1310,指挥,4
70,下发,4
10,做到,4
23,掌握,4
1274,归还,4
542,想到,4
1455,构建,4
375,描述,4
577,帮助,4
1185,斗,4
210,持续,4
1237,超过,4
482,学习,4
620,赴,4
618,推荐,4
1155,得知,4
607,购买,4
187,伤亡,4
370,迎来,4
367,在于,4
363,失去,4
169,希望,4
360,反抗,4
217,提出,4
776,过去,4
392,拟定,3
394,组建,3
716,增多,3
317,取消,3
755,装备,3
297,打仗,3
402,回到,3
942,击沉,3
1340,走上,3
975,登陆,3
12,处理,3
717,建,3
399,增强,3
532,经历,3
64,演练,3
984,偏少,3
533,暴露,3
853, 让,3
1368, 以,3
777,为首,3
831,还原,3
1001,摸清,3
737,加入,3
1396, 减轻,3
349,维持,3
40,加大,3
731,执行,3
828,失踪,3
738,传递,3
730,修订,3
44,率,3
823,关注,3
26,来临,3
742,反映,3
1456,监测,3
405,输,3
424,切断,3
917,扩散,3
330,位于,3
56,配合,3
546,指,3
751,阻止,3
382,担当,3
325,率领,3
1047,突破,3
292,研发,3
458,承认,3
467,拟,3
112,主持,3
1116,拼,3
631,保证,3
1303,觉得,3
108,调研,3
563,发射,3
73,作为,3
252,放映,3
1321,保卫,3
241,带领,3
99,请,3
1322,纪念,3
244,邀请,3
455,离开,3
247,围绕,3
1280,推出,3
1123,息息相关,3
1277,防止,3
126,拒绝,3
1197,损坏,3
1195, 现,3
491,意识,3
589,放到,3
585,提起,3
1186,积累,3
178,证明,3
604,建议,3
584,处于,3
147,利用,3
498,了,3
475,前往,3
135,记录,3
472,做出,3
133,遭受,3
561,花,3
1320,援,3
763,开战,3
446,介入,3
1052,侵犯,3
1048,设置,3
684,警惕,3
86,有利于,3
1057,众所周知,3
601,算是,3
702,提及,3
1059,呼吁,3
1028,依靠,3
555,停止,3
80,摧毁,3
276,见,3
74,听,3
91,发出,3
554,夺,3
656,威胁,3
1063,相处 ,3
746,担任,2
557,咆哮,2
602,足以,2
713,打印,2
624,比,2
762,告终,2
715,爬,2
580,谓,2
714,转移 ,2
614,进攻,2
613,观看,2
706,设,2
576,出兵,2
556,笼罩,2
753,借,2
1,立足于,2
552,拨动,2
553,弹出,2
741,证实,2
651,抓住,2
551,纵观,2
560,喷射,2
722,耐,2
548,属于,2
720,考虑,2
658,包含,2
562,得出,2
659,分布,2
642,减弱,2
640,伴有,2
635,宣告,2
718,修路,2
634,居住,2
735,打造,2
559,染黑,2
558,喷向,2
662,开采,2
567,燃烧,2
628,耗时,2
571,阅读,2
645,标志,2
574,争夺,2
739,上报,2
1058,靠前,2
765,远离,2
1211,给出,2
1196,统计,2
1198,感染,2
1199,污染,2
1200,下降,2
1205,至上,2
1210,说明,2
1213,想起,2
1120,剥夺,2
1214,打出,2
1219,分为,2
1248,封锁,2
1251,得以,2
1256,炮击,2
1259,解放,2
1192,提示,2
1184,治水,2
1179,考察,2
1168,旅游,2
1166,上线,2
1165,服务,2
1164,打通,2
1163,通知,2
1162,行动,2
1150,抵御,2
1136,干涉,2
1128,争取,2
1127,率部,2
1126,胜利,2
1125,输送,2
1124,沟通,2
1122,耐人寻味,2
1265,表明,2
1269,参战,2
1275,并称,2
1336,提,2
1472,偏轻,2
1468,评价,2
1465,会同,2
1457,预报,2
1433,获取,2
1391,出台,2
1385,应当,2
1383,反思,2
1376,回,2
1363,思考,2
1351,统一,2
1339,如法炮制,2
1338,赚,2
1337,出售,2
1335,愿意,2
1276,敦促,2
1334,取胜,2
1333,动用,2
1332,败北 ,2
1331,强加,2
1330,援建,2
1328,饰演,2
1324,出国,2
1314,讲话,2
1312,规范,2
1291,打醒,2
1282,OO neo,2
1281,更新,2
1279,筹备,2
1278,计算,2
1121,组合,2
1119,残害,2
766,驻,2
899,撤退,2
873,任,2
884,占据,2
889,呈现,2
892,下令,2
896,同 ,2
898,全力以赴,2
911,过境,2
1106,陷入,2
919,杀青 ,2
920,领衔,2
922,出演,2
946,遇到,2
963,评论,2
986,相比,2
871,占,2
865,害怕,2
849,愿,2
848,支撑,2
833,逃离,2
830,特有,2
825,表现,2
807,旷日持久,2
802,建国,2
794,缅怀,2
783,住,2
782,顶,2
780,看看,2
779,消灭,2
771,臣服,2
770,征服,2
769,忘怀,2
987,偏高,2
988,波动,2
990,主办,2
1067,打完,2
1101,授予,2
1098,核定,2
1097,会商,2
1091,联系,2
1081,对待,2
1079,  谢晋,2
1078,屈指可数,2
1076,多如牛毛 ,2
1075,生产,2
1074,视察,2
1073,一触即发 ,2
1072,充栋,2
1071,致力,2
1070,填过,2
1066,引用,2
1014,摊牌,2
1065,记恨,2
1064,耿耿于怀,2
1062,美化,2
1061,异化,2
1060,谴责,2
1055,抬,2
1054,压,2
1053,忍 ,2
1051,轰炸,2
1050,逼退,2
1049,上场,2
1032, 经,2
1031,促进,2
1021,获,2
541,说起,2
749,拿下,2
36,遵循,2
223,享受,2
462,失联,2
464,响应,2
408,忘记,2
106,评估,2
162, 有,2
161,调动,2
158,领导,2
400,检验,2
398,消除,2
334,起到,2
379,办,2
306,战斗,2
480, 对,2
396,冒雨,2
113,分管,2
488,转载,2
384,走访,2
232,查明,2
493, 到,2
15,研究,2
101,播放,2
460,认定,2
166,救,2
311,威慑,2
185,打响,2
190,接受,2
191, 去,2
61, 为,2
337,遏制,2
437,卷入,2
435,管,2
366,面临,2
321,派,2
434,拿,2
42,允许,2
76,像,2
425,奉命,2
93,打起,2
94,严防,2
449,援助,2
342,告诉,2
200,说话,2
203,到达,2
245,解读,2
335,试图,2
248,分享,2
505, 于,2
529,逼,2
528,容,2
364,攻击,2
263,退让,2
266,等同于,2
267,言 ,2
268,声称,2
526,出手,2
376,下属,2
249,欢迎,2
277,对抗,2
374,奠定,2
516,称 ,2
373,牺牲,2
275,下,2
125,延长,2
521,讲解,2
503,立足,2
534,展现,2
122,规定,2
255,筑牢,2
530,走,2
8,统筹,2
251,汇报,2
175,耗,1
150,透露,1
176,辅助,1
1255,保留,1
1174,给予,1
1247, 使,1
1173,出资,1
1177,选定,1
1246,宣战,1
1190,顺应,1
146,走进,1
173,撤军 ,1
172,虚张声势,1
1172,派员,1
171,击垮,1
1171,阐述,1
1191,建设,1
1189,尊重,1
1254,上 ,1
1175, 至,1
1252,穿过,1
1176,加快,1
182,消耗,1
1180,探访,1
1181,开闸,1
1182,蓄洪,1
149,严阵以待,1
1183,移山,1
170,照顾,1
1250,致使,1
179,熟知,1
1249,埋设,1
1253,宛平,1
177,强于,1
1187,学,1
1188,愚公移山,1
1178,普查,1
180,经过,1
1202,提醒,1
167,逝世,1
1245, 及,1
1220,越过,1
1221,扑,1
1222,比 ,1
1223,考验,1
1224,守,1
1225,缩成,1
1226,免遭,1
1227,放,1
1228,震撼,1
1229,东征,1
1230,西征,1
1231,拜占庭,1
1232,诧异,1
1233,换,1
1234,入关,1
1238,凶猛 ,1
1235,打到,1
1236,入侵,1
153,坚持不懈,1
1239,攻入,1
156, 付,1
1218,定下,1
1208,简介,1
165,落后,1
1201,面向,1
1203,履职,1
1244,战,1
1204,尽责 ,1
163,无坚不可摧,1
1206,应对 ,1
1207,抢险,1
1209,护理,1
1240,变,1
1243,宣,1
1212,预知,1
157,想 ,1
1215,一雪,1
1216,加诸于,1
1242,实行,1
1241,独占,1
1217,掌权,1
535,激化,1
1149,克服,1
1170,外出,1
235,供图,1
1080,热衷于,1
231,适合,1
1082,累积,1
1083,期待,1
1084,发家,1
1085,致富,1
1086,想要,1
1087,顾,1
1088,出于,1
1089,标注,1
1090,持,1
227,放松,1
1092,删除,1
1093,予以,1
1094,现代化,1
1095,着眼于,1
1096,突出,1
226, 等,1
224,上班,1
1099,寓意,1
1100,融合,1
1102,写,1
1103,突如其来,1
1104,打乱,1
1105,衰落,1
234,推演,1
236, 发,1
1169,有所,1
246,与会,1
1039,图,1
1040,追求,1
1041,访谈,1
1042,见光,1
1043,采访,1
1044,疏于,1
1045,措手不及 ,1
1046,还手,1
281,足够,1
280,及,1
278,全身而退 ,1
274,余留,1
273,为时,1
272,缴获,1
271,灭国,1
269,抛弃,1
264,僵持,1
262,肯,1
261,招,1
260,咄咄逼人,1
259,看 ,1
258,退步,1
256,选取,1
254,丰富,1
250,感谢,1
222, 拜登,1
1107,   ,1
1108,得不偿失,1
1109,归 ,1
1140,嫁给,1
1141,感叹,1
1142,飞往,1
1143,驳回,1
1144,自诩,1
1145,肩负,1
1146,动武 ,1
1147, 在,1
1148,旨在,1
193,委派,1
1151, 定于,1
1152,谋划,1
1153,编制,1
1154,提要,1
192,送,1
1156,预报 ,1
1157,降到,1
1158,约合,1
1159, 致,1
1160,观摩,1
1161,指示,1
189,从天而降,1
186,守住,1
1167,出去,1
183,加,1
1139,称赞,1
1138,列举,1
1137,动武,1
216,执政,1
1110,离,1
1111,不容忽视,1
1112,开发,1
1113, 除,1
1114,接近,1
1115,相近,1
221,增兵,1
1117,短兵相接,1
1118,理解,1
220,撤成,1
219,嚷嚷,1
215,看好,1
195,参军,1
212,动人心魄,1
211,历经,1
207,接,1
196,活动,1
1129,扛,1
1130,撑,1
1131,如同,1
1132,吞噬,1
1133,危害,1
1134,约束,1
1135,揭露,1
1257,穿梭,1
129,注重,1
1258,停 ,1
1411,排,1
1413,冲刷,1
1414,带给,1
1415,受累,1
1416,稳定,1
1417,下来,1
1418,失败于,1
1419,受惠于,1
1420,烙下,1
1421,复国,1
1422,当,1
1423,小 ,1
1424,值得一提,1
1425,推倒,1
1426, 摆脱,1
1427, 据,1
1428,垂直,1
1429,正值,1
1430,领会,1
1431, 请,1
1432,来信,1
1434,回复,1
1435,出版,1
1436,查询,1
30,喷发,1
1438,降水,1
1412,象征,1
1410,誉为,1
141,纵向,1
1409, 位列,1
49,率队,1
1384,翻天覆地 ,1
1386,广为人知,1
1387,从医,1
1388,恪守,1
1389,当成,1
1390,穿上,1
41,避险,1
1392,讨论,1
1393,承担,1
1394,恳请,1
1395,批示,1
39,避开,1
1397,元气大伤 ,1
1398,花光,1
1399,欠,1
1400,破裂,1
1401,甩给,1
1402,俗 ,1
1403,抗 ,1
1404,炸掉,1
1405,为人,1
1406,苟言笑 ,1
1407,打破,1
1408,跃,1
1439,查清,1
1440,力求,1
1441,合作,1
1442,评,1
1473,埋 ,1
1474,趋多,1
1475,趋重,1
1476,制约,1
1477,简化,1
1478,报送,1
1479, 备受,1
1480,丧,1
1481,定位,1
1482, 由,1
1483, 旨,1
1484,报告,1
1485,低估,1
1486,赞同,1
1487,通过,1
1488,从事,1
1489,多于,1
1490,偏重 ,1
1491,伏击,1
1492,中弹,1
1493,志得意满,1
1494,四分五裂 ,1
1495,爱好,1
1496,说 ,1
1497,整理,1
6,转尽转 ,1
1471,废止,1
1470,批准 ,1
1454,呈,1
1443,发育,1
1444,表彰,1
1445,评议,1
1446,抢救,1
1447,动 ,1
1448,在一起,1
1449,测定,1
1450,相伴而生,1
1451,干涸,1
1452,确定,1
1453,补助,1
21,设立,1
1469,发给,1
20,启用,1
1458,诞生,1
1459,注定,1
1460,共存,1
1461,好,1
1462,防灾,1
1463,牵头,1
1464,处置,1
1466,受阻,1
1467,受灾,1
7,落,1
1382,代替,1
1381,表意,1
1380,精雕细琢,1
1318,打磨,1
1290,唤醒,1
1292,张弛,1
1293,讲究,1
1294,生动,1
1295,现 ,1
1296,不乏,1
1297,获称,1
1298,入局,1
1299,争霸,1
1300,收购 ,1
1301,掀起,1
1302,对应,1
109,参,1
1304,值回,1
1305,穿插,1
1306, 猎杀,1
1307,谈,1
1308,谈谈,1
1309,处死,1
1311,相关,1
104,涵盖,1
1313,挂牌,1
103,参会,1
1315,落实习,1
1316,判断,1
1289,民不聊生,1
1288,倒退,1
1287,待宰羔,1
1271,运输,1
1260,寄,1
1261,席卷,1
1262,甘心,1
1263,盘踞,1
1264,固守,1
138,查,1
1266,酝酿,1
1267,排除,1
1268,动山摇 ,1
137,自查,1
1270,掩护,1
1272,就,1
1286,对战,1
1273,对称,1
130,投资,1
1037,欢腾,1
128,抗力,1
124,强迫,1
123,违反,1
117,援引,1
116,减缓,1
1283,宣扬,1
1284,下定决心,1
1285,转型,1
1317,动员,1
1319,在短,1
1379, 帮,1
100,点击,1
1354,破灭,1
1355,保存,1
1356,临近,1
1357,包裹,1
1358,强 ,1
1359,丢,1
1360,沦陷 ,1
1361,铭记,1
1362,轻而易举,1
59,为期,1
1364,统领,1
1365,重创,1
1366,保有,1
1367,集会,1
58,滑坡,1
1369,打败,1
1370,团结,1
1371,凝聚,1
1372, 习,1
1373,敬献,1
1374,完,1
1375,遣返,1
50,履行,1
1377,相处,1
1378,看病,1
1353,看待,1
1352,津津乐道 ,1
1350,错失,1
84,放置,1
98,盯紧,1
1323,抗美援朝,1
97,万无一失,1
1325,成长,1
1326,击伤,1
1327,击中,1
96,发期,1
1329,护桥,1
90,批准,1
89,审查,1
87,公告,1
81,夺走,1
1349,告捷,1
78,装满,1
77,落入,1
65,集结,1
1341,挫败,1
1342,力排,1
1343,分割,1
1344,包围,1
1345,收复,1
1346,变成,1
1347,祈祷 ,1
1348,押送,1
1038,撑住,1
1017,付费,1
1036,举国,1
697, 流泪,1
699,坐像,1
700,刻有,1
701,剜 ,1
703,喘息,1
704,联合,1
705,分裂 ,1
707,分,1
708,构成,1
709,降,1
710,请求,1
711,派出,1
432,干预,1
431,如此,1
430,进中,1
429,冒充,1
428,混上,1
427, 随,1
719,喷播,1
426,运送,1
721,立地,1
723,抗,1
724,适应,1
421, 绝地,1
420,失守,1
417,不择,1
698,挖,1
696,闭眼,1
729,延缓,1
695,逢,1
670,买,1
671,轰蒙,1
672,诱杀,1
673,着调 ,1
674,敬仰,1
675,拍摄,1
676,须,1
677,披上,1
442,纠集,1
679,置之不理,1
680,博爱,1
681,同情,1
682,欺骗,1
683,洗脑 ,1
441,维护,1
440,逃到,1
686,游玩,1
687,突发,1
439,携家带口,1
689,受访,1
690,跑,1
691, 接,1
438,用时,1
693,尽,1
694,倒,1
728,严惩,1
416,罢了,1
668,开春,1
397,治理,1
395,带队,1
390,名为,1
767,打空,1
768,负债累累,1
389,讲述,1
386,梳理,1
385, 摸,1
772,清理,1
773,记得,1
774,历史,1
775,津津有味,1
383,构筑,1
778,交手 ,1
380,高发,1
781,靠,1
378,计,1
377,中标,1
784,面解,1
785,右,1
786,左右,1
787,随,1
788,住下,1
789,行 ,1
791,矗立,1
793,长眠 ,1
764,找,1
761,瓜分,1
415,说出,1
760,意图,1
414,掩饰,1
733,发频,1
734, 防范,1
413,有关,1
736,打开,1
411,来之不易,1
410,珍惜,1
409,唱出,1
740,为什么,1
407,刻,1
743, 称,1
744,撰写,1
745,翻译,1
406,赢,1
747,摆脱,1
748,拿到,1
404,死去,1
750,为什,1
403,低落,1
752,担心,1
754,取代,1
756,独立,1
757,一锤定音,1
758,铲除,1
759,来自于,1
669,干,1
667,播种,1
1035,刮目相看,1
572,解体,1
575,表达,1
501,督促,1
578,相当于,1
579,高 ,1
499,制订,1
581,崩溃,1
582, 绍,1
583,靠近,1
497,活,1
495,种,1
586,津津乐道,1
587,忘却,1
588,运到,1
590,倒上,1
591,点燃,1
592,灰飞烟散,1
593,上传,1
492,缺,1
595,对峙于,1
596,交战,1
489,明白,1
599,历时,1
600,发生于,1
487,收到,1
486,征求,1
573,下撑,1
506,做实,1
483,作,1
570,延伸,1
538,  图,1
539,具备,1
540,久 ,1
531,迎接,1
544,攻陷,1
545,惩戒,1
527,废话,1
549,获胜,1
550,下达,1
525,派驻,1
523,收看,1
522,收听,1
520,入户,1
518,送往,1
517,烧伤,1
514,丧生,1
512,统计 ,1
510,度,1
509,点起,1
564,窒息,1
565,注射,1
566,投下,1
508,拯救,1
568,首发,1
507,举办,1
603,对付,1
605,划拨,1
666,升高,1
637,创下,1
639, 谨防,1
641,东移,1
459,出面,1
457,防,1
456,找到,1
454,持有,1
453,枪毙,1
451,还击 ,1
648,销售,1
649,方便,1
650,购票,1
450,开火 ,1
653,警觉,1
654,说道,1
655,指引,1
448,派遣,1
657, 见,1
447,躲,1
445,拦截,1
444,杀向,1
661,预言,1
443,反,1
663,破坏,1
664,求上,1
665,愈演愈烈,1
638,相伴,1
461,收场,1
606,授权,1
633,耕作,1
481,传达,1
608,建造,1
609,配备,1
611,输掉,1
612, 驻,1
479,消,1
478,分成,1
615,挑战,1
616,按住,1
617,移动,1
476,搬迁点,1
619,曝光,1
474,督导,1
621,单枪匹马,1
622,决斗,1
623,走 ,1
473,搬迁,1
469,激励,1
626,回应,1
627,发誓,1
468,表扬,1
629,答复,1
466,调度,1
465,赶赴,1
632,返,1
795, 追思慎远,1
796,压制,1
797,拖,1
949,遣送,1
951,为界,1
952,源自,1
310,行使,1
954,善于,1
955,惨绝人寰,1
956,干尽,1
957,伤天害理,1
958,抹掉,1
959,数慰,1
960,思绪万千,1
309,决意,1
962,功不可没 ,1
308,增进,1
307,压抑,1
965,冲天,1
966,炸裂,1
967,开来,1
968,堪称,1
969,存在世,1
970,致,1
971,惊悉,1
972,距,1
973,摄 ,1
974,下起,1
976,偏多  ,1
950,签订,1
948,带有,1
978,利于,1
312,齐集,1
327,间隔,1
322,随军,1
923,天崩地裂,1
924,献映,1
925,开机,1
926,备受,1
927,值爆,1
928,丰收,1
929,通报,1
930,撤离,1
931,坐落,1
320,追捕,1
933,与众不同 ,1
934,进进出出,1
935,倒习以,1
936,无独有偶,1
318,谈论,1
938, 位于,1
939,焦虑,1
940,击沉 ,1
941,抛出,1
315,达成,1
943,茹毛饮血,1
944,演变,1
945,命名,1
977,封冻,1
979,减产,1
798,改名,1
1008,冲破,1
1010,招募,1
1011,战斗 ,1
1012,具,1
1013,高喊,1
291,称作,1
1015,拿出,1
1016,寻求,1
537,动手,1
1018,重温,1
1019,查看,1
1020,恭喜,1
287,能否,1
1022,超,1
1023,享,1
1024,晒,1
1025,照庆,1
1026,表态,1
1027,捉摸,1
285,剩余,1
1029,获利,1
1030,受损,1
283,导读,1
282,感受,1
1033,辩解,1
1034,解释,1
1009,写道,1
1007,加深,1
305,蒸煮,1
1006,击落 ,1
981,必不可少,1
982,缴,1
983,划定,1
304,加热,1
985, 自,1
303,画 ,1
301,惊骇,1
299, 他,1
989,爆料,1
298,对准,1
991,承办,1
992,持平 ,1
993,偏多 ,1
994,想想,1
995,炸毁,1
996,悬,1
997,移开,1
998,天马行空,1
999,制造,1
1000,损失,1
295,折服 ,1
1002, 勿忘,1
1003,学会,1
1004,生活,1
1005,飞,1
328,相同,1
329,投降,1
331,相同 ,1
361,放眼,1
359,罄竹难书,1
358,犯下,1
832,变化,1
357,无恶不作 ,1
834,躲入,1
835,带,1
836,抱,1
837,等到,1
838,长大,1
839,成人,1
840,承诺,1
841,欲,1
842,会否,1
843,踏出,1
844,浮出,1
845,屈服,1
846,爆发 ,1
847,忽略,1
356,道歉,1
355,去 ,1
353,强占,1
851,过来,1
852,铲除 ,1
352,收回,1
854,揭开,1
829,大于,1
827,毁坏,1
916,排放,1
826,不以为然,1
799,鲜为人知,1
371,聊聊,1
801,畏,1
369,转变,1
803,撇开,1
804,谈 ,1
805,攻打,1
806,搭建,1
808,  攻,1
809,肆虐,1
810,犯,1
811,调查,1
812,审视,1
813,互动,1
814,探讨,1
815,袭 ,1
816, 怪,1
365,缓解,1
818,谷雨,1
819,温暖如春,1
820,发 ,1
821,竭尽,1
822,夯实,1
824,加密,1
362,流成,1
855,号称,1
856,不堪一击 ,1
857,阵亡,1
858,剑拔弩张 ,1
888,放弃,1
338,崛起,1
890,捏造,1
891,恼羞成怒,1
893,投放,1
894,企图,1
895,啼笑皆非,1
336,牵制,1
897,顾及,1
900,断绝,1
901,驻扎,1
902,承受,1
333,挑拨,1
904,该,1
905, 回头,1
906,史无,1
907,回望,1
908,战败,1
909,割地,1
910,涉及,1
332,视为,1
912,倾倒,1
913,损毁,1
914,重建,1
915,估量,1
887,开打 ,1
886,败北,1
885, 失,1
870,兴起,1
859,断 ,1
350,积蓄,1
861,修建,1
862,领先,1
863,不惜,1
864,怒,1
347, 心有不甘,1
866,这样,1
867,魂归故里,1
868,  结语,1
346,驱逐,1
344,欺辱  ,1
340,渴望,1
872,葬,1
874,立功,1
875,武,1
876,至,1
877,推测,1
341,饱受,1
879,得,1
880,灭,1
881,转为,1
882,败退,1
883,打输,1
1498,符合,1
