,动词,词频
133,曝光,2
132,构成,2
58,滑坡,2
3,化解,2
10,做到,2
12,处理,2
29,频发,2
31,起,2
35,实施,2
43,使用,2
44,率,2
45,组成,2
61, 为,2
123,分享,2
66,看似,2
67,无关紧要,2
79,回忆,2
80,见,2
110,能否,2
111,属于,2
112,跌 ,2
118,回到,2
121,偿还,2
235, 发,2
627,发动,2
262,建立,2
278,住,2
247,放松,2
276,了,2
850,算是,2
257,简称,2
269,汇报,2
270,放映,2
261,带领,2
272, 让,2
852,降息,2
265,主持,2
920,独善其身,1
919,断言,1
691,降临,1
830,获,1
693,翻盘,1
831,迎接,1
692,重启,1
918,引人深思,1
697,吹响,1
921,滞,1
829,伸出,1
695,停产,1
813,誓言,1
698,创建,1
690,等,1
689,坐,1
688,驻,1
922,对全,1
923,干预,1
924,发育,1
925,波及,1
686,空转,1
685,接下来,1
926,下达,1
927,谋划,1
684,放出,1
928,创新,1
929,取得,1
828,衰弱,1
827,表露,1
699, 去,1
712,审视,1
720, 看,1
822,挑战,1
719,拉动,1
908,翻,1
718,流出,1
909,积聚,1
823,关注,1
851,刺激,1
824,比拟,1
825,相关联,1
911,成,1
715,取决于,1
714,探讨,1
713,互动,1
711,调查,1
700,遇,1
710,犯,1
709,给予,1
912,飙升,1
707,记载,1
706,哗然  ,1
826,拍摄,1
913,低于,1
914,拖入,1
915,扎下,1
916,反对,1
917,见证,1
681,质疑,1
702,摇晃,1
701,躲到,1
682,印钞,1
932,中断,1
680,保证,1
647,购买,1
641,展开,1
642,忙于,1
837,缩水,1
644,执行,1
645,加剧,1
646,发行,1
648,回来,1
639,停,1
649,多 ,1
844,摆,1
650,扩至,1
944,告诉,1
943,大 ,1
942,降水,1
640,寻求,1
843,控制,1
655,掩盖,1
632,创,1
841,超出,1
949,倒台,1
948,判断,1
838,低估,1
630,濒临,1
631,公布,1
633,担忧声  ,1
945, 同,1
634,综合,1
635,终结,1
842,显现,1
947,帮助,1
638, 放,1
946,反应,1
654,陷,1
941,上 ,1
931,有,1
848,断,1
936,倒塌,1
673,失控,1
846,志趣相投,1
935,碰,1
674,不堪设想,1
847,结论,1
676,克服,1
670,扩张,1
934, 晃荡,1
677, 下,1
678,确认,1
849,算,1
933,对不起,1
721,跌至,1
937,冲走,1
669,记录,1
656,停工 ,1
662,体会,1
940,建,1
836,买入,1
658,担忧,1
659,积贫积弱,1
660,走,1
661,长大,1
663,促销,1
938,怎样,1
664,算了,1
665,考虑,1
845,恢复,1
667,算上,1
939,打扫,1
668,亏,1
907,量化宽,1
906,清楚,1
722,称为,1
817,求援,1
786,家 ,1
787,抗拒,1
788,聚焦,1
879,   ,1
789,整治,1
818,求助,1
878,还,1
881,爆料,1
877,苦撑,1
876,咬牙,1
875,干掉,1
790,治,1
874,腰斩 ,1
791,破解,1
880,下去,1
882,证实,1
888,移开,1
777,出名,1
887,悬,1
886,炸毁,1
885,想想,1
884,偏多 ,1
819,划拨,1
883,持平 ,1
778,预报,1
785,分开,1
779,出台,1
780,打通,1
781,陪同,1
782, 就,1
783,互认,1
784,发誓,1
792,拉开,1
793,过境,1
873,低迷 ,1
859,生,1
815,动员,1
862,检测,1
861,提到,1
804, 倒,1
805,降准,1
860,死 ,1
808,按下,1
794,倾倒,1
809,发起,1
810,互买,1
811,克,1
814,合作 ,1
812,互助,1
858,记,1
802,显出,1
863,失业,1
864,申领,1
801,始于,1
865,觉得,1
866,开玩笑,1
868,沦陷,1
869,加上,1
799,设置,1
798,敞开,1
797,估量,1
870,偿付,1
796,重建,1
871,打回,1
795,损毁,1
816,申请,1
872,沦为,1
776,摄,1
775,稳定,1
857,记得,1
741,放,1
737,幸免,1
738,犹豫,1
839,接,1
739,持有,1
740,排队,1
821,看待,1
900,滑向,1
735,收缩,1
742,见怪不怪 ,1
743,介绍,1
744,执,1
899,制作,1
898,编写,1
746,下令,1
736,增长,1
902,团结,1
889,天马行空,1
726,渡过,1
853,停滞 ,1
905,搞,1
904,常用,1
903,一致 ,1
724,触底,1
725,采纳,1
727,拿到,1
734,遇到,1
728,消费 ,1
729,转化,1
730,发文,1
731,听,1
732,减缓,1
733,取代,1
747,炸开,1
820,高于,1
897,促进,1
769,站,1
893,在于,1
765,犹如,1
892,认识,1
766,冲翻,1
767,    点,1
768,活动,1
770,协调,1
748,背井离乡 ,1
771,传来,1
891,损失,1
855,徘徊,1
856,讨论,1
774,经,1
890,制造,1
763,流离失所,1
894, 勿忘,1
762,活埋,1
761,睡觉,1
760,塌陷,1
895,学会,1
759,崩塌,1
758,夯实,1
896,生活,1
756,预期,1
755,假设,1
754,用来,1
753,用于,1
752,收集,1
854,中断 ,1
750,架设,1
749,死于,1
840,飞,1
475,烧伤,1
625,降,1
306,看准,1
273,照亮,1
274,前行,1
275,阻挡,1
277,遮蔽,1
279,战胜,1
280,表现,1
281,堆积,1
283,打击,1
288,下行,1
289,立国,1
291,规避,1
294,双杀  ,1
296,好了,1
297,对症下药 ,1
299,操纵,1
301,罚款,1
304,替代,1
271,丰富,1
268,感谢,1
267,欢迎,1
239,忘记,1
226,适用于,1
227,上市,1
228,载入,1
231,阻断,1
232,抗议,1
234,恶化,1
238,生还 ,1
240,找到,1
266,与会,1
241, 度,1
245,上班,1
246, 等,1
249,适合,1
252,推演,1
253,供图,1
264,解读,1
305,反观,1
308,气势汹汹,1
623,分裂 ,1
309,以为,1
346,更正,1
347,删除,1
348,谢谢,1
349, 砰,1
352,用心,1
353,用情,1
356,堵点,1
361,调整,1
362,划定,1
363,讲话,1
364,下属,1
366,计,1
368,高发,1
371,构筑,1
373,走访,1
374, 摸,1
375,梳理,1
345,证明,1
344,持,1
343,侵犯,1
326,知,1
310,消失,1
312,回答,1
314,转稼,1
315,指向,1
317,关心,1
319,碰上,1
325,爱,1
330,存 ,1
342,标注,1
331,易,1
332,食,1
333,入网,1
335,安装,1
336, 受,1
337,预知,1
340,出于,1
225,宣称,1
224,陡增,1
223,概股,1
221,下行 ,1
92,大于,1
93,躺,1
94,赚,1
96,私信,1
98,拜读,1
100,请教,1
103, 拜登,1
104,蠢蠢欲动 ,1
109, 会,1
114,暂停,1
116,出售,1
117,缓解,1
125,出口,1
126,支援,1
128,秉持,1
129,掀起,1
130,理解,1
90,专研,1
85,用人,1
82,死,1
40,加大,1
6,转尽转 ,1
7,落,1
15,研究,1
20,启用,1
21,设立,1
36,遵循,1
39,避开,1
41,避险,1
81,上涨,1
42,允许,1
49,率队,1
50,履行,1
56,配合,1
59,为期,1
65,集结,1
78,看看,1
140,联想,1
146,出人意料,1
151,抬出,1
208,所谓,1
197,救援,1
198,路过,1
199,擦肩,1
200,出现于,1
201,源于,1
206,好转,1
207,深化,1
209,指,1
195,不利于,1
210,前所未见 ,1
213,杀,1
214,放水,1
215,挤破,1
216,酝酿,1
217,开幕,1
218,汲取,1
196,投,1
191,解脱,1
152,付出,1
172,联,1
153,援助,1
159,返,1
161,突,1
163,掀,1
164,更新,1
165,预料,1
168,背负,1
178,丧失,1
190,带动,1
179,放弃,1
181,提示,1
183,尊重,1
186,侵权,1
187,收入,1
188,占据,1
189,  总结 ,1
377,讲述,1
384,带队,1
386,冒雨,1
507,报警,1
544,支撑,1
547,管,1
549,估计,1
550,援引,1
551,过去,1
552,敦促,1
553,暴发,1
557,撤离,1
559,遭到,1
561,相伴,1
562, 谨防,1
564,东移,1
567,销售,1
568,方便,1
569,购票,1
571,需,1
572,抓住,1
543,寻找,1
542,忽略,1
538,乘风破浪,1
521,奔赴,1
511,严防,1
513,偏,1
515,得当 ,1
517,走进,1
518,安置,1
519,改造,1
520,在线,1
524,飞涨,1
537,骗,1
525,动荡 ,1
529,抛弃,1
530, 全力以赴,1
531,长生不老,1
533, 闲,1
535,读,1
536,服,1
574,警觉,1
576,说道,1
577,指引,1
613,闭眼,1
603,史无前例,1
604,爬,1
605,普降,1
606,受访,1
607,跑,1
608, 接,1
612,逢,1
614, 流泪,1
601,暴跌,1
615,挖,1
616,居住,1
617,坐像,1
618,刻有,1
619,剜 ,1
620,提及,1
622,喘息,1
602,重创,1
600,忽视,1
579, 见,1
588,搜索,1
580,包含,1
581,达成,1
582,出动,1
583,亲,1
584,处在,1
585,欠下,1
586,坐视不管 ,1
589,归母,1
599,当成,1
591,剩下,1
592,缩减,1
593,倾家荡产,1
594,低价,1
595,破产,1
596,面世,1
598,撒,1
508,树立,1
506,接到,1
387,指导,1
505,面授,1
421,失联,1
423,响应,1
424,赶赴,1
425,调度,1
427,表扬,1
428,激励,1
429,推动,1
431,督导,1
432,前往,1
433,搬迁点,1
434,分成,1
435,消,1
436, 对,1
437,学习,1
438,作,1
439,回溯,1
440,致力于,1
420,收场,1
419,认定,1
418,出面,1
398,得 ,1
388,治理,1
392,继续,1
393,读懂,1
394,感觉,1
395,预言,1
396,走到,1
397, 天得 ,1
399, 神得,1
417,到达,1
400,提早,1
407,下,1
409,下称,1
412,提前,1
413,加之,1
415,防,1
416,承认,1
441,收听,1
442,收看,1
445,征求,1
491,为什么,1
1,立足于,1
476,送往,1
479,入户,1
483,引领,1
484,上线,1
486,打造,1
488,共享,1
494,预警,1
473,受伤,1
497,巡查,1
498,领导,1
499,到位,1
500,邀,1
501,充,1
503,参与,1
504,针对,1
474,称 ,1
472,丧生,1
446,收到,1
458,督促,1
447,转载,1
449,意识,1
450,缺,1
451, 到,1
453,种,1
455,活,1
456,制订,1
460,立足,1
471,名叫,1
461, 于,1
463,做实,1
466,点起,1
467,度,1
468,统计 ,1
469,切断,1
470,扩大,1
950,相提并论,1
