,动词,词频
787,赔偿,2
436, 于,2
1024,移山,2
620,设,2
1019,考察,2
394,禁止,2
376,明确,2
175,督办,2
173,建,2
172,督导,2
922,施行,2
386,相关,2
627,请求,2
169,陪同,2
393,适应,2
396,行动,2
779,放置,2
398,对照,2
399,汲取,2
913,迎来,2
622,总结,2
621,分,2
796,过境,2
406,关系,2
409,令,2
413,表明,2
449,受伤,2
802,领衔,2
150,希望,2
521,透露,2
557,实行,2
556,跨,2
131,传达,2
553,编制,2
514,予以,2
516,漠视,2
517,忽视,2
518,排,2
519,运行,2
520,查办,2
551,汇报,2
848,具有,2
124,方便,2
527,起 ,2
1034, 现,2
529,呈现,2
834,防治,2
1037,感染,2
832,堆放,2
830,通过,2
1036,统计,2
540,备好,2
558,协调,2
566,包含,2
149,突出 ,2
577,买,2
1022,蓄洪,2
1023,特有,2
462,查封,2
801,杀青 ,2
99,碰到,2
176,获,2
804,出演,2
469,激励,2
866,上升,2
865,批捕,2
104,排入,2
495, 经,2
144,管理,2
478,意味,2
480,欢迎,2
482,分成,2
859,出去,2
141,指,2
137,开,2
490,   ,2
1041,至上,2
493,服务,2
765,致使,2
541,该,2
721,密接,2
287,夯实,2
742,答,2
663,有利于,2
662,调动,2
44,率,2
747,查明,2
656,开发,2
1005,通知,2
723,判令,2
279,纳入,2
749,责成,2
276,扛起,2
247,走进,2
342,转办,2
1007,上线,2
695,体现,2
665,打造,2
209,感,2
1008,旅游,2
993, 定于,2
30,喷发,2
959,抗击,2
733,讨论,2
31,起,2
731,生存,2
311,转载,2
229,运用,2
737,处,2
317,树立,2
179,犯,2
39,避开,2
670,塌陷,2
966,降到,2
291,带领,2
290,修订,2
273,选取,2
224,播种,2
272,筑牢,2
976,推行,2
181,发动,2
763,去,2
3,化解,2
982,建成,2
707,停止,2
191,刮起,2
712,记载,2
360,预言,2
642,探索,2
713,花,2
262,替代,2
12,处理,2
264,主办,2
356,造福,2
714,给予,2
754,罚 ,2
350,反,2
352,突出,2
938,移送,2
49,率队,2
347,指示,2
711, 在,1
823,熟悉,1
809,占领,1
808,备受,1
716,认清,1
728,解释,1
824,煮,1
816,没有,1
810,值爆,1
729,伤害,1
807,开机,1
730,开复,1
806,献映,1
717,摆,1
825,省钱,1
826,用来,1
1060,列入,1
819,尘归,1
727,描绘,1
726,道歉,1
818,掩埋,1
1061,前所未有,1
815, 死,1
1038,面向,1
1059,具备,1
820,归,1
821,看看,1
1039,远离,1
1040,尽责 ,1
822,有苦难言,1
814,办理,1
813,撤离,1
722,提起,1
812,遭到,1
1042,应对 ,1
715,绷紧,1
817,经过,1
725,赔礼,1
811,丰收,1
764,泄露 ,1
1046,推荐,1
732,交叉,1
750,起床,1
751,早 ,1
780,浸润,1
778,铺置,1
777,接种,1
776,指引,1
775,使得,1
774,堵住,1
1048,回答,1
773,胜过,1
1049,定于,1
753,做为,1
772,困难重重,1
755,至,1
756,姑息,1
1054,维护,1
771,共处,1
757, 因,1
1053,作,1
1051,核定,1
770,同窝 ,1
1052,清醒,1
759,扰民,1
760,测,1
769,捉,1
768,搭背,1
761,驱车,1
767,勾肩,1
766,叫到,1
762,赶到,1
781,带,1
782,回去,1
805,天崩地裂,1
783,思考,1
1043,全力以赴,1
734, 助,1
1044,抢险,1
735,推 ,1
1058,审批,1
1057,亟待,1
1045,简介,1
799,估量,1
798,重建,1
797,损毁,1
738,上 ,1
739,分管,1
1047, 请,1
795,上向,1
1056,有待于,1
794,修复,1
793,智能化,1
1055,演变,1
792, 创,1
791,打响,1
790, 未,1
789,喷漆,1
788,监督,1
744,封堵,1
745,遭,1
746,报复,1
786,开庭,1
784,出厂,1
748,泄露,1
1050,采访,1
985,看待,1
827,改革,1
1010,外出,1
1009,有所,1
1006,打通,1
939,占,1
940,小觑,1
941,下沉,1
942,称为,1
943,彰显,1
944,扛担当,1
945,委托,1
946,抓手,1
1004,观看,1
947,优化,1
948,引领,1
949,遏制,1
950, 打好,1
1003,观摩,1
951,列举,1
937,吸入,1
936,引导,1
1001,约合,1
935,简约,1
919,保存,1
920,将,1
921,表决,1
923,回应,1
924,刊发,1
925,赶赴,1
926,展开,1
927,落到,1
1014,阐述,1
1013,管,1
1012,对待,1
930,反馈,1
931,没落,1
932,找到,1
933,执行,1
1011,遇到,1
710,哗然  ,1
1002, 致,1
1000,摸清,1
917,中断,1
968,抚慰,1
970,引,1
990,获取,1
989,属,1
988,对接,1
971,暗访,1
987,理应,1
972,存放,1
973,中发,1
974,立案,1
975,扣押,1
977,培育,1
978,牵头,1
986,不折不扣,1
979,感受,1
980,增进,1
981,决胜,1
983,落实习,1
969,整顿,1
967,送到,1
952,失控,1
994,奠定,1
999,评估,1
953,创,1
998,得益于,1
954,流离失所,1
955,投保,1
956,住,1
957,降临,1
958,苦不堪言 ,1
960,表彰,1
961,弘扬,1
962,激发,1
963,投身,1
997,预报 ,1
996,得知,1
995,提要,1
964,突如其来,1
965,力求,1
918,设定,1
916,有,1
828,丑所  ,1
1028,愚公移山,1
852,罚,1
853,预警,1
854,通 ,1
855,罚款,1
856,储存,1
857,判断,1
858,适合,1
984,盯,1
861,联系,1
862,善于,1
863,指控,1
864,呈,1
867,起诉,1
868,违反,1
869,租用,1
870,开设,1
871,剧增,1
851,走访,1
1029,尊重,1
873,溢出,1
849, 除,1
829,brings,1
831,倾倒 ,1
833,滴漏,1
836,报告,1
837,护航,1
838,高扬,1
1031,相处 ,1
839,守卫,1
1030,顺应,1
840, 彰,1
841,显献,1
842,啧啧称赞,1
843,道,1
844,经,1
845,降解,1
846,含有,1
847,连接,1
872,灌入,1
874,流入,1
915,相比,1
898,查清,1
900,选择,1
901,前往,1
902,筹划,1
903,亏空 ,1
904,摧毁,1
905,停电,1
1018,降雨,1
906,停暖,1
907,蒙受,1
908,调度,1
909,防患于未然,1
1017, 至,1
1016,出资,1
910,波及,1
912,下达,1
914, 有,1
1015,派员,1
899,开放,1
896,把,1
875,言,1
894,促,1
876,养殖,1
877,告诉,1
878,距,1
879,推卸,1
880,不胜枚举,1
881,直言,1
882,营造,1
883,营运,1
884,奖励,1
885,应运而生,1
886,布局,1
887,及示,1
889,贯通,1
890,发出,1
891,呼吁,1
892,融合,1
893, 省,1
934,倡导,1
531,起伏,1
706,摇晃,1
705,躲到,1
325, 开,1
327,保质,1
328, 加快,1
329,压实,1
330,摆上,1
332,察看,1
333,勠力同心,1
334,持,1
335,查找,1
337,拒绝,1
338,兑,1
339,依托,1
340,组建,1
346,视察,1
349,反弹 ,1
353,核实,1
354,践行,1
355,带动,1
358,读懂,1
319,走,1
316,转到,1
314,搬至,1
295,倒置,1
268,通告,1
269,急 ,1
271,锁定,1
284,上班,1
285,下载,1
286,识灾,1
292,倾听,1
293,宣读,1
296, 由,1
313,担心,1
301,足以,1
302,推定,1
304,团结,1
306,普及,1
307,制度化,1
308,力争,1
309,懂,1
312,出于,1
359,感觉,1
361,走到,1
362, 天得 ,1
425,爆发,1
412,排出,1
415,搭配,1
416,不利于,1
417,触目惊心,1
419,等于,1
420,受损,1
421,加剧,1
424,明白,1
426,意识,1
410,感到,1
427,缺,1
428, 到,1
429,种,1
430,活,1
431,了,1
432,制订,1
437,结束,1
438,做实,1
411,引起,1
408,操作,1
363,得 ,1
384,节约,1
364, 神得,1
367,提早,1
373,配建,1
375,下称,1
380,提前,1
381,加之,1
382,叠加,1
383,防,1
388,侵犯,1
404,融入,1
389,禁,1
390,止,1
392,衔接,1
395,缺失,1
400,领悟,1
401,传承,1
402,忘,1
403,牢记,1
267,涉,1
266,鼓励,1
265,承办,1
126,挑战,1
109,交流,1
110,抛洒,1
112,冲洗,1
115,清运,1
117,释放,1
119,混杂,1
120,测定,1
122,收,1
129,会议,1
106,损害,1
133,知道,1
134,怀疑,1
135,卖,1
136,炸,1
142,视而不见,1
143, 疏于,1
146,力 ,1
147,制止,1
108,座谈,1
105,谴责,1
157,责令,1
59,为期,1
6,转尽转 ,1
7,落,1
20,启用,1
36,遵循,1
38,必须,1
41,避险,1
42,允许,1
58,滑坡,1
64,演练,1
102,顾,1
65,集结,1
67,运成,1
70,变坏,1
75,危害,1
89,喝,1
92,不止,1
97,召集,1
101,变成,1
151,突破,1
158,实干,1
263,严禁,1
249,工作,1
231,有没有,1
232,清洗,1
234,增,1
236,流传,1
237,至今,1
241,打,1
246,防控,1
248,告知书,1
251, 知耻,1
227,点,1
252,勇 ,1
253,反思,1
254, 痛定思痛,1
255, 痛,1
256,改,1
257,下定,1
258,铆足,1
261,清洁化,1
230,运转 ,1
218,合作,1
160,清理,1
194, 清,1
161,越冬,1
163,放,1
168,交,1
188,藏,1
189,像,1
190,守护,1
192,坠入,1
193,停 ,1
195,如,1
217,投资,1
196,伤亡,1
197,有关,1
201,模拟,1
207,崩解,1
208,搜,1
210,分享,1
212,入股,1
215,串通,1
439,拯救,1
440,点起,1
441,度,1
633,增多,1
616,喘息,1
618,分裂 ,1
623,构成,1
625,降,1
628,派出,1
630,打印,1
631,转移 ,1
632,爬,1
634,修路,1
614,改变,1
635,诱发,1
636,倒排,1
638,增长,1
639,抓实,1
640,办好,1
641,任,1
643,划定,1
644,大煞风景,1
615,给,1
613,提及,1
647,搞,1
600, 接,1
590,同情,1
592,欺骗,1
593,洗脑 ,1
594,警惕,1
595,在,1
597,突发,1
598,受访,1
599,跑,1
601,尽,1
612,剜 ,1
603,倒,1
604,逢,1
605,闭眼,1
606, 流泪,1
607,挖,1
608,居住,1
610,坐像,1
611,刻有,1
646,修建,1
648,谈起,1
588,置之不理,1
692, 合理化,1
682,伴随,1
683,接近,1
684,下起,1
685,回升,1
688,应急,1
689,研发,1
690,满足,1
691,科学化,1
693,经济化,1
680,层出不穷 ,1
694,亟须,1
696,转变,1
698,伴有,1
699,吹响,1
700,创建,1
701, 去,1
702,遇,1
703,警告,1
681,陷入,1
678,拥有,1
649,出台,1
660,设计,1
650,找准,1
652,取保,1
653,犯有,1
654,逮捕,1
655,应用,1
657,检测,1
658,跟踪,1
659,变化,1
661,包裹,1
676,考虑,1
664, 防范,1
666,加入,1
667,传递,1
668,上报,1
669,沉降,1
672,预估,1
673,重于,1
675,建造,1
589,博爱,1
586,披上,1
443,统计 ,1
492, 坚持,1
476,好转 ,1
479,出击,1
481,创造,1
484,用之不竭 ,1
485,还债,1
486,    ,1
488,持续,1
491,开窗  ,1
496,交办,1
473,减 ,1
497,放任,1
498,位于,1
499,说道,1
501,吹散,1
502,以为,1
503,提取,1
504,检出,1
505,低于,1
475,纵合,1
472,偏 ,1
507,脱离,1
458,介入,1
444,切断,1
447,名叫,1
448,丧生,1
450,称 ,1
451,烧伤,1
452,送往,1
455,入户,1
456,讲解,1
459,办,1
471,变,1
460, 解,1
463,设有,1
464,配套,1
465,调查,1
466,取证,1
467,相贯通 ,1
468,作用,1
470,满怀信心,1
506,高发,1
508,推断,1
585,冒雨,1
570,求上,1
554,动员,1
555,特邀,1
559,协商,1
560,凸现,1
564,滞后,1
565, 见,1
567,分布,1
569,开采,1
571,愈演愈烈,1
550,抓好,1
572,升高,1
573,开春,1
574,干,1
578,轰蒙,1
580,诱杀,1
581,着调 ,1
582,敬仰,1
584,须,1
552,抓紧,1
549,群落,1
510,问责,1
533,抽查,1
511,转交,1
515,按,1
524,改造,1
525,在线,1
526,奔赴,1
530,波动,1
1,立足于,1
532,致电,1
534,摄 ,1
548,缓解,1
535,询问,1
536,遂行,1
538,编辑,1
539,不定,1
543,脱,1
544,脱 ,1
545,留意,1
546,见到,1
1062,进展,1
